sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
26187;SDS011;13933;51.42460580;5.48461010;2023-12-22T00:01:00;6.70;;;1.27;;
26187;SDS011;13933;51.42460580;5.48461010;2023-12-22T00:03:27;7.60;;;1.27;;
26187;SDS011;13933;51.42460580;5.48461010;2023-12-22T00:05:53;6.75;;;1.55;;
26187;SDS011;13933;51.42460580;5.48461010;2023-12-22T00:08:19;5.70;;;0.90;;
26187;SDS011;13933;51.42460580;5.48461010;2023-12-22T00:10:45;2.55;;;1.00;;
26187;SDS011;13933;51.42460580;5.48461010;2023-12-22T00:13:11;9.60;;;1.83;;
26187;SDS011;13933;51.42460580;5.48461010;2023-12-22T00:15:37;4.43;;;1.25;;
26187;SDS011;13933;51.42460580;5.48461010;2023-12-22T00:18:03;7.40;;;1.60;;
26187;SDS011;13933;51.42460580;5.48461010;2023-12-22T00:20:31;9.05;;;1.45;;
26187;SDS011;13933;51.42460580;5.48461010;2023-12-22T00:22:57;10.52;;;2.40;;
26187;SDS011;13933;51.42460580;5.48461010;2023-12-22T00:25:22;7.00;;;1.83;;
26187;SDS011;13933;51.42460580;5.48461010;2023-12-22T00:27:48;13.23;;;1.80;;
26187;SDS011;13933;51.42460580;5.48461010;2023-12-22T00:30:14;10.32;;;2.58;;
26187;SDS011;13933;51.42460580;5.48461010;2023-12-22T00:32:40;10.85;;;1.85;;
26187;SDS011;13933;51.42460580;5.48461010;2023-12-22T00:35:06;16.92;;;2.50;;
26187;SDS011;13933;51.42460580;5.48461010;2023-12-22T00:37:34;9.00;;;1.40;;
26187;SDS011;13933;51.42460580;5.48461010;2023-12-22T00:40:00;9.13;;;1.50;;
26187;SDS011;13933;51.42460580;5.48461010;2023-12-22T00:42:27;10.27;;;1.60;;
26187;SDS011;13933;51.42460580;5.48461010;2023-12-22T00:44:52;9.13;;;1.33;;
26187;SDS011;13933;51.42460580;5.48461010;2023-12-22T00:47:18;5.18;;;1.27;;
26187;SDS011;13933;51.42460580;5.48461010;2023-12-22T00:49:44;7.40;;;1.15;;
26187;SDS011;13933;51.42460580;5.48461010;2023-12-22T00:52:10;6.03;;;1.27;;
26187;SDS011;13933;51.42460580;5.48461010;2023-12-22T00:54:37;8.10;;;1.40;;
26187;SDS011;13933;51.42460580;5.48461010;2023-12-22T00:57:03;9.02;;;1.42;;
26187;SDS011;13933;51.42460580;5.48461010;2023-12-22T00:59:29;10.73;;;1.98;;
26187;SDS011;13933;51.42460580;5.48461010;2023-12-22T01:01:55;9.30;;;2.22;;
26187;SDS011;13933;51.42460580;5.48461010;2023-12-22T01:04:21;11.43;;;2.28;;
26187;SDS011;13933;51.42460580;5.48461010;2023-12-22T01:06:47;9.27;;;1.73;;
26187;SDS011;13933;51.42460580;5.48461010;2023-12-22T01:09:12;10.15;;;2.13;;
26187;SDS011;13933;51.42460580;5.48461010;2023-12-22T01:11:41;8.10;;;2.10;;
26187;SDS011;13933;51.42460580;5.48461010;2023-12-22T01:14:07;13.45;;;2.63;;
26187;SDS011;13933;51.42460580;5.48461010;2023-12-22T01:16:35;10.32;;;1.58;;
26187;SDS011;13933;51.42460580;5.48461010;2023-12-22T01:19:01;11.93;;;2.03;;
26187;SDS011;13933;51.42460580;5.48461010;2023-12-22T01:21:26;8.20;;;1.40;;
26187;SDS011;13933;51.42460580;5.48461010;2023-12-22T01:23:53;5.55;;;1.27;;
26187;SDS011;13933;51.42460580;5.48461010;2023-12-22T01:26:19;9.50;;;1.40;;
26187;SDS011;13933;51.42460580;5.48461010;2023-12-22T01:28:46;7.43;;;1.10;;
26187;SDS011;13933;51.42460580;5.48461010;2023-12-22T01:31:12;8.10;;;1.73;;
26187;SDS011;13933;51.42460580;5.48461010;2023-12-22T01:33:37;12.63;;;1.63;;
26187;SDS011;13933;51.42460580;5.48461010;2023-12-22T01:36:04;3.13;;;1.15;;
26187;SDS011;13933;51.42460580;5.48461010;2023-12-22T01:38:30;9.95;;;1.98;;
26187;SDS011;13933;51.42460580;5.48461010;2023-12-22T01:40:56;6.30;;;1.63;;
26187;SDS011;13933;51.42460580;5.48461010;2023-12-22T01:43:21;7.35;;;1.52;;
26187;SDS011;13933;51.42460580;5.48461010;2023-12-22T01:45:50;7.65;;;1.67;;
26187;SDS011;13933;51.42460580;5.48461010;2023-12-22T01:48:20;8.07;;;1.55;;
26187;SDS011;13933;51.42460580;5.48461010;2023-12-22T01:50:48;10.05;;;2.03;;
26187;SDS011;13933;51.42460580;5.48461010;2023-12-22T01:53:16;11.48;;;1.92;;
26187;SDS011;13933;51.42460580;5.48461010;2023-12-22T01:55:41;6.68;;;1.75;;
26187;SDS011;13933;51.42460580;5.48461010;2023-12-22T01:58:07;11.80;;;2.08;;
26187;SDS011;13933;51.42460580;5.48461010;2023-12-22T02:00:38;8.35;;;1.45;;
26187;SDS011;13933;51.42460580;5.48461010;2023-12-22T02:03:05;5.65;;;1.00;;
26187;SDS011;13933;51.42460580;5.48461010;2023-12-22T02:05:31;10.05;;;1.70;;
26187;SDS011;13933;51.42460580;5.48461010;2023-12-22T02:07:57;7.85;;;1.30;;
26187;SDS011;13933;51.42460580;5.48461010;2023-12-22T02:10:26;5.65;;;1.23;;
26187;SDS011;13933;51.42460580;5.48461010;2023-12-22T02:12:52;6.88;;;1.63;;
26187;SDS011;13933;51.42460580;5.48461010;2023-12-22T02:15:18;7.88;;;1.63;;
26187;SDS011;13933;51.42460580;5.48461010;2023-12-22T02:17:46;8.77;;;2.15;;
26187;SDS011;13933;51.42460580;5.48461010;2023-12-22T02:20:18;7.88;;;1.65;;
