sensor_id;sensor_type;location;lat;lon;timestamp;P1;P4;P2;P0;N10;N4;N25;N1;N05;TS
65984;SPS30;52748;51.112;5.880;2023-12-22T23:35:14;5.58;5.57;5.52;5.16;41.24;41.23;41.20;41.04;35.95;0.60
65984;SPS30;52748;51.112;5.880;2023-12-22T23:37:40;5.34;5.33;5.29;4.95;39.51;39.50;39.47;39.32;34.45;0.59
65984;SPS30;52748;51.112;5.880;2023-12-22T23:40:06;5.37;5.37;5.34;5.02;40.08;40.07;40.05;39.92;35.01;0.57
65984;SPS30;52748;51.112;5.880;2023-12-22T23:42:32;5.49;5.49;5.47;5.15;41.15;41.14;41.12;41.00;35.97;0.56
65984;SPS30;52748;51.112;5.880;2023-12-22T23:44:58;5.38;5.38;5.36;5.05;40.32;40.32;40.30;40.18;35.25;0.56
65984;SPS30;52748;51.112;5.880;2023-12-22T23:47:23;5.06;5.06;5.05;4.76;38.03;38.02;38.01;37.90;33.26;0.56
65984;SPS30;52748;51.112;5.880;2023-12-22T23:49:49;5.07;5.07;5.05;4.76;38.01;38.00;37.99;37.87;33.23;0.56
65984;SPS30;52748;51.112;5.880;2023-12-22T23:52:15;5.29;5.28;5.24;4.90;39.14;39.14;39.11;38.96;34.14;0.58
65984;SPS30;52748;51.112;5.880;2023-12-22T23:54:41;5.40;5.39;5.34;4.99;39.82;39.81;39.78;39.62;34.70;0.59
65984;SPS30;52748;51.112;5.880;2023-12-22T23:57:06;5.43;5.42;5.34;4.96;39.60;39.59;39.55;39.36;34.43;0.62
65984;SPS30;52748;51.112;5.880;2023-12-22T23:59:32;5.31;5.30;5.23;4.87;38.89;38.88;38.84;38.67;33.84;0.60
