sensor_id;sensor_type;location;lat;lon;timestamp;P1;P4;P2;P0;N10;N4;N25;N1;N05;TS
83526;SPS30;73770;48.02634730;16.77788592;2023-12-24T00:02:56;1.0;;1.0;1.0;;;;;;
83526;SPS30;73770;48.02634730;16.77788592;2023-12-24T00:07:56;1.1;;1.1;1.0;;;;;;
83526;SPS30;73770;48.02634730;16.77788592;2023-12-24T00:12:56;1.3;;1.3;1.2;;;;;;
83526;SPS30;73770;48.02634730;16.77788592;2023-12-24T00:17:56;1.1;;1.1;1.0;;;;;;
83526;SPS30;73770;48.02634730;16.77788592;2023-12-24T00:27:56;0.8;;0.8;0.8;;;;;;
83526;SPS30;73770;48.02634730;16.77788592;2023-12-24T00:32:57;1.0;;1.0;0.9;;;;;;
83526;SPS30;73770;48.02634730;16.77788592;2023-12-24T00:37:57;0.9;;0.9;0.8;;;;;;
83526;SPS30;73770;48.02634730;16.77788592;2023-12-24T00:42:56;1.1;;1.1;1.0;;;;;;
83526;SPS30;73770;48.02634730;16.77788592;2023-12-24T00:47:56;0.8;;0.8;0.8;;;;;;
83526;SPS30;73770;48.02634730;16.77788592;2023-12-24T00:52:56;0.8;;0.8;0.8;;;;;;
83526;SPS30;73770;48.02634730;16.77788592;2023-12-24T00:57:56;1.1;;1.2;1.0;;;;;;
83526;SPS30;73770;48.02634730;16.77788592;2023-12-24T01:02:56;0.9;;0.9;0.8;;;;;;
83526;SPS30;73770;48.02634730;16.77788592;2023-12-24T01:07:56;1.0;;1.0;1.0;;;;;;
83526;SPS30;73770;48.02634730;16.77788592;2023-12-24T01:12:56;1.2;;1.2;1.1;;;;;;
83526;SPS30;73770;48.02634730;16.77788592;2023-12-24T01:17:56;0.8;;0.8;0.8;;;;;;
83526;SPS30;73770;48.02634730;16.77788592;2023-12-24T01:22:56;0.8;;0.8;0.8;;;;;;
83526;SPS30;73770;48.02634730;16.77788592;2023-12-24T01:27:56;1.1;;1.1;1.0;;;;;;
83526;SPS30;73770;48.02634730;16.77788592;2023-12-24T01:32:56;0.7;;0.7;0.6;;;;;;
83526;SPS30;73770;48.02634730;16.77788592;2023-12-24T01:37:56;0.8;;0.8;0.7;;;;;;
83526;SPS30;73770;48.02634730;16.77788592;2023-12-24T01:42:56;0.9;;0.9;0.8;;;;;;
83526;SPS30;73770;48.02634730;16.77788592;2023-12-24T01:47:57;1.0;;1.0;1.0;;;;;;
83526;SPS30;73770;48.02634730;16.77788592;2023-12-24T01:52:56;0.9;;0.9;0.9;;;;;;
83526;SPS30;73770;48.02634730;16.77788592;2023-12-24T01:57:57;0.8;;0.8;0.8;;;;;;
83526;SPS30;73770;48.02634730;16.77788592;2023-12-24T02:02:56;0.7;;0.7;0.7;;;;;;
83526;SPS30;73770;48.02634730;16.77788592;2023-12-24T02:07:56;0.8;;0.8;0.8;;;;;;
83526;SPS30;73770;48.02634730;16.77788592;2023-12-24T02:12:56;0.5;;0.5;0.5;;;;;;
83526;SPS30;73770;48.02634730;16.77788592;2023-12-24T02:17:56;0.9;;0.9;0.9;;;;;;
83526;SPS30;73770;48.02634730;16.77788592;2023-12-24T02:22:56;0.7;;0.8;0.7;;;;;;
83526;SPS30;73770;48.02634730;16.77788592;2023-12-24T02:28:47;0.8;;0.8;0.7;;;;;;
83526;SPS30;73770;48.02634730;16.77788592;2023-12-24T02:32:57;0.6;;0.7;0.6;;;;;;
83526;SPS30;73770;48.02634730;16.77788592;2023-12-24T02:37:56;0.6;;0.7;0.6;;;;;;
83526;SPS30;73770;48.02634730;16.77788592;2023-12-24T02:42:56;0.8;;0.8;0.7;;;;;;
83526;SPS30;73770;48.02634730;16.77788592;2023-12-24T02:47:56;0.6;;0.6;0.6;;;;;;
83526;SPS30;73770;48.02634730;16.77788592;2023-12-24T02:52:56;0.6;;0.6;0.5;;;;;;
83526;SPS30;73770;48.02634730;16.77788592;2023-12-24T02:57:56;0.9;;0.9;0.8;;;;;;
83526;SPS30;73770;48.02634730;16.77788592;2023-12-24T03:02:56;0.6;;0.6;0.6;;;;;;
83526;SPS30;73770;48.02634730;16.77788592;2023-12-24T03:07:56;0.7;;0.7;0.7;;;;;;
83526;SPS30;73770;48.02634730;16.77788592;2023-12-24T03:12:56;0.6;;0.6;0.6;;;;;;
83526;SPS30;73770;48.02634730;16.77788592;2023-12-24T03:17:56;0.7;;0.7;0.7;;;;;;
83526;SPS30;73770;48.02634730;16.77788592;2023-12-24T03:22:56;0.7;;0.7;0.7;;;;;;
83526;SPS30;73770;48.02634730;16.77788592;2023-12-24T03:27:56;0.4;;0.4;0.4;;;;;;
83526;SPS30;73770;48.02634730;16.77788592;2023-12-24T03:32:56;0.5;;0.5;0.5;;;;;;
83526;SPS30;73770;48.02634730;16.77788592;2023-12-24T03:37:56;0.7;;0.7;0.6;;;;;;
83526;SPS30;73770;48.02634730;16.77788592;2023-12-24T03:42:56;0.5;;0.5;0.5;;;;;;
83526;SPS30;73770;48.02634730;16.77788592;2023-12-24T03:47:56;0.8;;0.8;0.7;;;;;;
83526;SPS30;73770;48.02634730;16.77788592;2023-12-24T03:52:57;0.5;;0.5;0.5;;;;;;
83526;SPS30;73770;48.02634730;16.77788592;2023-12-24T03:57:56;0.4;;0.4;0.4;;;;;;
