date, pm25, pm10, o3, no2, so2
2020/1/14, , 15, 11, 12, 2
2020/1/15, , 20, 7, 12, 2
2020/1/16, , 31, 4, 15, 3
2020/1/17, , 28, 12, 15, 2
2020/1/18, , 22, 14, 17, 
2020/1/19, , 13, 16, 9, 
2020/1/20, , 24, 10, 20, 
2020/1/21, , 31, 2, 26, 
2020/1/22, , 23, 7, 18, 1
2020/1/23, , 30, 6, 25, 1
2020/1/24, , 30, 6, 20, 3
2020/1/25, , 36, 3, 20, 2
2020/1/26, , 27, 2, 17, 3
2020/1/27, , 24, 5, 15, 3
2020/1/28, , 10, 25, 16, 1
2020/1/29, , 7, 24, 10, 
2020/1/30, , 12, 20, 15, 
2020/1/31, , 8, 19, 11, 
2020/2/1, , 4, 20, 7, 
2020/2/2, , 7, 26, 9, 
2020/2/3, , 7, 22, 13, 
2020/2/4, , 7, 24, 8, 
2020/2/5, , 7, 20, 11, 
2020/2/6, , 17, 19, 11, 
2020/2/7, , 19, 15, 16, 
2020/2/8, , 18, , , 
2020/2/9, , 20, , , 
2020/2/10, , 5, 25, 9, 
2020/2/11, , 6, 26, 7, 
2020/2/12, , 7, 25, 10, 
2020/2/13, , 9, 20, 13, 
2020/2/14, , 8, 16, 15, 
2020/2/15, , 12, 13, 14, 
2020/2/16, , 7, 26, 8, 
2020/2/17, , 5, 26, 13, 
2020/2/18, , 6, 24, 9, 
2020/2/19, , 8, 22, 9, 
2020/2/20, , 11, 18, 16, 
2020/2/21, , 8, 25, 10, 
2020/2/22, , 6, 24, 9, 
2020/2/23, , 3, 28, 5, 
2020/2/24, , 7, 27, 12, 
2020/2/25, , 4, 19, 10, 
2020/2/26, , 5, 23, 12, 
2020/2/27, , 10, 21, 14, 
2020/2/28, , 10, 20, 11, 
2020/2/29, , 9, 23, 7, 
2020/3/1, , 4, 28, 8, 
2020/3/2, , 6, 22, 11, 
2020/3/3, , 12, 17, 14, 
2020/3/4, , 10, 21, 13, 
2020/3/5, , 12, 27, 10, 
2020/3/6, , 8, 23, 10, 
2020/3/7, , 12, 24, 7, 
2020/3/8, , 12, 22, 12, 
2020/3/9, , 15, 15, 16, 1
2020/3/10, , 7, 16, 13, 
2020/3/11, , 5, 19, 11, 
2020/3/12, , 6, 22, 9, 
2020/3/13, , 6, 23, 9, 
2020/3/14, , 12, 26, 9, 
2020/3/15, , 10, 29, 5, 1
2020/3/16, , 15, 23, 12, 2
2020/3/17, , 22, 14, 17, 1
2020/3/18, , 24, 24, 15, 
2020/3/19, , 24, 22, 18, 
2020/3/20, , 20, 24, 12, 
2020/3/21, , 8, 24, 4, 
2020/3/22, , 10, 29, 5, 
2020/3/23, , 15, 26, 13, 
2020/3/24, , 20, 31, 14, 1
2020/3/25, , 25, 34, 13, 
2020/3/26, , 26, 31, 11, 
2020/3/27, , 44, 32, 14, 
2020/3/28, , 48, 38, 11, 3
2020/3/29, , 35, 29, 6, 
2020/3/30, , 8, 25, 8, 
2020/3/31, , 11, 25, 10, 
2019/10/1, , 7, 18, 13, 
2019/10/2, , 7, 17, 7, 
2019/10/3, , 7, 13, 15, 
2019/10/4, , 10, 13, 13, 
2019/10/5, , 5, 18, 10, 
2019/10/6, , 9, 13, 22, 
2019/10/7, , 14, 7, 16, 
2019/10/8, , 11, 17, 15, 
2019/10/9, , 9, 20, 14, 
2019/10/10, , 7, 18, 15, 
2019/10/11, , 8, 24, 15, 1
2019/10/12, , 9, 18, 10, 2
2019/10/13, , 13, 18, 9, 2
2019/10/14, , 17, 16, 17, 
2019/10/15, , 23, , 14, 
2019/10/16, , 12, , 20, 2
2019/10/17, , 11, 5, 17, 2
2019/10/18, , 15, 5, 15, 1
2019/10/19, , 11, 15, 7, 2
2019/10/20, , 16, 11, 21, 1
2019/10/21, , 23, 5, 21, 
2019/10/22, , 19, 14, 18, 1
2019/10/23, , 25, 18, 19, 2
2019/10/24, , 41, 15, 19, 
2019/10/25, , 21, 11, 18, 1
2019/10/26, , 17, 22, 10, 1
2019/10/27, , 8, 18, 18, 
2019/10/28, , 14, 12, 21, 
2019/10/29, , 17, 7, 24, 
2019/10/30, , 21, 16, 17, 1
2019/10/31, , 19, 15, 11, 1
2019/11/1, , 20, 14, 9, 1
2019/11/2, , 8, 8, 8, 
2019/11/3, , 14, 13, 18, 
2019/11/4, , 9, 18, 19, 
2019/11/5, , 13, 15, 17, 1
2019/11/6, , 10, 12, 19, 1
2019/11/7, , 15, 5, 19, 1
2019/11/8, , 20, 11, 14, 
2019/11/9, , 14, 7, 16, 
2019/11/10, , 16, 9, 15, 2
2019/11/11, , 15, 7, 15, 1
2019/11/12, , 15, 8, 20, 1
2019/11/13, , 13, 12, 14, 1
2019/11/14, , 16, 18, 11, 1
2019/11/15, , 12, 13, 16, 1
2019/11/16, , 15, 9, 14, 1
2019/11/17, , 21, 18, 15, 1
2019/11/18, , 16, 10, 24, 1
2019/11/19, , 17, 11, 13, 
2019/11/20, , 10, 1, 19, 
2019/11/21, , 33, 11, 15, 1
2019/11/22, , 17, 17, 4, 
2019/11/23, , 11, , , 
2019/11/24, , 20, , , 2
2019/11/25, , 27, 1, 14, 2
2019/11/26, , 19, 8, 11, 1
2019/11/27, , 12, 18, 15, 1
2019/11/28, , 10, 21, 9, 1
2019/11/29, , 7, 17, 15, 
2019/11/30, , 12, 10, 16, 1
2019/12/1, , 16, 16, 16, 1
2019/12/2, , 18, 19, 21, 
2019/12/3, , 19, 13, 18, 2
2019/12/4, , 18, 12, 16, 2
2019/12/5, , 30, 5, 16, 3
2019/12/6, , 26, 18, 13, 
2019/12/7, , 8, 19, 8, 1
2019/12/8, , 4, 20, 20, 
2019/12/9, , 9, 22, 14, 
2019/12/10, , 16, 13, 18, 3
2019/12/11, , 17, 8, 19, 4
2019/12/12, , 26, 8, 14, 2
2019/12/13, , 17, 22, 13, 1
2019/12/14, , 4, 26, 11, 1
2019/12/15, , 5, 13, 16, 1
2019/12/16, , 11, 8, 11, 2
2019/12/17, , 18, 4, 23, 2
2019/12/18, , 25, 10, 12, 1
2019/12/19, , 18, 14, 11, 1
2019/12/20, , 17, 16, 18, 1
2019/12/21, , 14, 14, 12, 1
2019/12/22, , 11, 19, 9, 1
2019/12/23, , 6, 19, 10, 
2019/12/24, , 6, 23, 5, 
2019/12/25, , 4, 19, 8, 
2019/12/26, , 5, 12, 14, 
2019/12/27, , 8, 15, 9, 
2019/12/28, , 6, 14, 18, 
2019/12/29, , 14, , , 
2019/7/1, , 27, 33, 10, 
2019/7/2, , 16, 27, 14, 1
2019/7/3, , 16, 31, 16, 2
2019/7/4, , 18, 32, 16, 2
2019/7/5, , 19, 44, 13, 2
2019/7/6, , 17, 30, 5, 
2019/7/7, , 10, 26, 11, 
2019/7/8, , 12, 20, 12, 
2019/7/9, , 11, 25, 11, 
2019/7/10, , 13, 25, 20, 2
2019/7/11, , 17, 29, 16, 1
2019/7/12, , 13, 25, 11, 
2019/7/13, , 13, 25, 5, 
2019/7/14, , 15, 20, 14, 
2019/7/15, , 15, 20, 10, 
2019/7/16, , 13, 24, 14, 
2019/7/17, , 12, 31, 21, 2
2019/7/18, , 15, 27, 22, 1
2019/7/19, , 17, 31, 18, 1
2019/7/20, , 14, 30, 8, 
2019/7/21, , 12, 33, 15, 1
2019/7/22, , 16, 30, 19, 1
2019/7/23, , 17, 39, 22, 2
2019/7/24, , 17, 41, 23, 1
2019/7/25, , 21, 33, 17, 2
2019/7/26, , 18, 40, 12, 1
2019/7/27, , 17, 38, 8, 1
2019/7/28, , 12, 45, 16, 1
2019/7/29, , 22, 41, 14, 1
2019/7/30, , 24, 31, 18, 1
2019/7/31, , 19, 33, 17, 
2019/8/1, , 15, 31, 19, 1
2019/8/2, , 17, 30, 15, 1
2019/8/3, , 10, 33, 10, 1
2019/8/4, , 13, 9, 17, 1
2019/8/5, , 14, , , 
2019/8/8, , 13, , , 
2019/8/9, , 13, 17, 16, 1
2019/8/10, , 10, 30, 12, 1
2019/8/11, , 12, 23, 18, 1
2019/8/12, , 15, 27, 13, 
2019/8/13, , 11, 27, 20, 1
2019/8/14, , 17, 18, 21, 1
2019/8/15, , 14, 24, 16, 
2019/8/16, , 13, 20, 18, 1
2019/8/17, , 14, 21, 12, 1
2019/8/18, , 9, 19, 16, 
2019/8/19, , 12, 25, 17, 1
2019/8/20, , 14, 31, 19, 1
2019/8/21, , 15, 32, 20, 
2019/8/22, , 15, 35, 23, 1
2019/8/23, , 16, 37, 20, 1
2019/8/24, , 19, 39, 12, 1
2019/8/25, , 18, 31, 21, 1
2019/8/26, , 19, 38, 16, 1
2019/8/27, , 18, 36, 24, 1
2019/8/28, , 23, 34, 23, 1
2019/8/29, , 24, 27, 26, 1
2019/8/30, , 21, 46, 20, 1
2019/8/31, , 16, 34, 13, 1
2019/9/1, , 3, 24, 15, 
2019/9/2, , 9, 28, 21, 1
2019/9/3, , 16, 33, 23, 2
2019/9/4, , 14, 27, 15, 1
2019/9/5, , 14, 21, 20, 
2019/9/6, , 14, 9, 33, 1
2019/9/7, , 15, 25, 18, 1
2019/9/8, , 10, 23, 13, 
2019/9/9, , 6, 25, 17, 
2019/9/10, , 13, 26, 24, 1
2019/9/11, , 14, 28, 19, 
2019/9/12, , 11, 15, 14, 
2019/9/13, , 10, 23, 18, 
2019/9/14, , 12, 29, 11, 
2019/9/15, , 12, 19, 15, 
2019/9/16, , 13, 21, 10, 
2019/9/17, , 12, 21, 10, 
2019/9/18, , 11, 19, 15, 1
2019/9/19, , 11, 19, 19, 1
2019/9/20, , 15, 23, 14, 1
2019/9/21, , 15, 31, 8, 1
2019/9/22, , 11, 27, 18, 2
2019/9/23, , 18, 15, 20, 
2019/9/24, , 17, 13, 16, 1
2019/9/25, , 13, 13, 18, 
2019/9/26, , 10, 10, 19, 
2019/9/27, , 9, 20, 9, 
2019/9/28, , 6, 22, 10, 
2019/9/29, , 6, 24, 8, 
2019/9/30, , 6, 19, 13, 
2019/4/1, , 13, 30, 13, 2
2019/4/2, , 19, 37, 15, 2
2019/4/3, , 29, 39, 13, 1
2019/4/4, , 22, 24, 19, 
2019/4/5, , 41, 38, 17, 2
2019/4/6, , 25, 39, 11, 1
2019/4/7, , 20, 36, 23, 1
2019/4/8, , 28, 31, 14, 1
2019/4/9, , 31, 33, 12, 1
2019/4/10, , 23, 31, 12, 
2019/4/11, , 17, 26, 14, 
2019/4/12, , 16, 27, 13, 
2019/4/13, , 23, 15, 11, 1
2019/4/14, , 23, 35, 18, 1
2019/4/15, , 21, 38, 19, 1
2019/4/16, , 20, 38, 22, 1
2019/4/17, , 21, 45, 22, 1
2019/4/18, , 25, 53, 20, 1
2019/4/19, , 21, 45, 20, 2
2019/4/20, , 26, 45, 17, 1
2019/4/21, , 20, 43, 10, 1
2019/4/22, , 17, 39, 10, 1
2019/4/23, , 19, 29, 7, 1
2019/4/24, , 22, 39, 19, 1
2019/4/25, , 15, 35, 11, 1
2019/4/26, , 21, 28, 11, 1
2019/4/27, , 11, 27, 8, 
2019/4/28, , 6, 20, 12, 
2019/4/29, , 12, 32, 14, 
2019/4/30, , 17, 38, 11, 1
2019/5/1, , 29, 34, 13, 1
2019/5/2, , 25, 29, 14, 1
2019/5/3, , 15, 24, 15, 1
2019/5/4, , 9, 30, 9, 1
2019/5/5, , 10, 28, 15, 1
2019/5/6, , 13, 23, 19, 1
2019/5/7, , 17, 35, 13, 1
2019/5/8, , 15, 26, 24, 1
2019/5/9, , 10, 28, 15, 1
2019/5/10, , 12, 24, 15, 1
2019/5/11, , 11, , , 
2019/5/12, , 9, 22, 19, 1
2019/5/13, , 12, 24, 17, 1
2019/5/14, , 10, 22, 15, 1
2019/5/15, , 11, 19, 19, 
2019/5/16, , 10, 30, 15, 1
2019/5/17, , 15, 33, 12, 1
2019/5/18, , 14, 39, 13, 1
2019/5/19, , 16, 19, 25, 1
2019/5/20, , 18, 30, 13, 
2019/5/21, , 10, 24, 9, 
2019/5/22, , 14, 33, 14, 1
2019/5/23, , 14, 42, 20, 1
2019/5/24, , 17, 36, 13, 1
2019/5/25, , 19, 37, 8, 1
2019/5/26, , 10, 33, 13, 1
2019/5/27, , 11, 20, 17, 1
2019/5/28, , 15, 28, 16, 
2019/5/29, , 13, 38, 12, 1
2019/5/30, , 10, 22, 12, 1
2019/5/31, , 13, 30, 12, 1
2019/6/1, , 11, 42, 14, 1
2019/6/2, , 12, 40, 13, 2
2019/6/3, , 14, 39, 22, 1
2019/6/4, , 16, 42, 13, 1
2019/6/5, , 17, 28, 13, 1
2019/6/6, , 20, 34, 13, 1
2019/6/7, , 16, 33, 12, 1
2019/6/8, , 10, 39, 8, 1
2019/6/9, , 10, 37, 12, 1
2019/6/10, , 18, 36, 17, 
2019/6/11, , 25, 28, 16, 1
2019/6/12, , 21, 34, 19, 1
2019/6/13, , 12, 39, 20, 1
2019/6/14, , 17, 40, 11, 1
2019/6/15, , 21, 38, 9, 1
2019/6/16, , 9, 39, 15, 1
2019/6/17, , 11, 37, 16, 1
2019/6/18, , 13, 37, 19, 1
2019/6/19, , 19, 32, 19, 1
2019/6/20, , 14, 29, 16, 1
2019/6/21, , 14, 38, , 1
2019/6/22, , 13, 39, 9, 1
2019/6/23, , 12, 38, 15, 1
2019/6/24, , 13, 45, 15, 1
2019/6/25, , 16, 59, 18, 1
2019/6/26, , 23, 41, 9, 1
2019/6/27, , 16, 27, 11, 
2019/6/28, , 15, 41, , 1
2019/6/29, , 15, 44, 15, 2
2019/6/30, , 14, 41, 16, 1
2019/1/1, , 18, 23, 10, 
2019/1/2, , 7, 22, 10, 
2019/1/3, , 8, 18, 13, 
2019/1/4, , 12, 19, 7, 
2019/1/5, , 4, 23, 9, 
2019/1/6, , 8, 15, 18, 
2019/1/7, , 12, 20, 10, 
2019/1/8, , 5, , , 
2019/3/9, , 6, , , 
2019/3/10, , 7, 22, 8, 
2019/3/11, , 5, 25, 15, 1
2019/3/12, , 10, 29, 11, 
2019/3/13, , 10, 27, 11, 
2019/3/14, , 8, 33, 9, 
2019/3/15, , 7, 32, 9, 
2019/3/16, , 6, 31, 8, 
2019/3/17, , 6, 29, 11, 
2019/3/18, , 7, 27, 11, 
2019/3/19, , 14, 28, 19, 1
2019/3/20, , 19, 22, 24, 2
2019/3/21, , 23, 22, 25, 1
2019/3/22, , 30, 34, 12, 1
2019/3/23, , 26, 23, 9, 
2019/3/24, , 22, 27, 11, 
2019/3/25, , 14, 28, 9, 
2019/3/26, , 10, 27, 12, 
2019/3/27, , 11, 21, 11, 
2019/3/28, , 10, 17, 24, 
2019/3/29, , 17, 29, 18, 1
2019/3/30, , 20, 30, 11, 
2019/3/31, , 25, 31, 14, 
2018/10/1, , 17, 17, 18, 
2018/10/2, , 8, 17, 15, 
2018/10/3, , 9, 25, 6, 
2018/10/4, , 16, 17, 22, 1
2018/10/5, , 19, 21, 18, 2
2018/10/6, , 21, 23, 14, 1
2018/10/7, , 19, 20, 12, 
2018/10/8, , 15, 12, 26, 2
2018/10/9, , 27, 35, 18, 1
2018/10/10, , 26, 36, 19, 1
2018/10/11, , 30, 28, 22, 3
2018/10/12, , 27, 35, 18, 3
2018/10/13, , 31, 38, 11, 2
2018/10/14, , 27, 31, 20, 3
2018/10/15, , 30, 27, 26, 4
2018/10/16, , 34, 15, 35, 3
2018/10/17, , 42, 17, 24, 1
2018/10/18, , 51, 5, 20, 
2018/10/19, , 26, 19, 17, 
2018/10/20, , 22, 17, 18, 
2018/10/21, , 22, 13, 19, 
2018/10/22, , 20, 15, 14, 
2018/10/23, , 12, 25, 9, 
2018/10/24, , 7, 20, 10, 
2018/10/25, , 8, 19, 22, 
2018/10/26, , 15, 20, 15, 
2018/10/27, , 12, 15, 9, 
2018/10/28, , 7, 14, 13, 
2018/10/29, , 9, 23, 14, 
2018/10/30, , 11, 19, 15, 1
2018/10/31, , 8, 12, 23, 1
2018/11/1, , 17, 11, 26, 1
2018/11/2, , 17, 6, 19, 1
2018/11/3, , 20, 10, 12, 1
2018/11/4, , 17, 19, 15, 3
2018/11/6, , 27, 18, 18, 1
2018/11/7, , 33, 7, 24, 1
2018/11/8, , 29, 4, 20, 1
2018/11/9, , 26, 13, 11, 1
2018/11/10, , 23, 9, 11, 1
2018/11/11, , 22, 10, 12, 1
2018/11/12, , 19, 12, 19, 1
2018/11/13, , 16, 16, 24, 1
2018/11/14, , 16, 12, 19, 2
2018/11/15, , 19, 13, 19, 
2018/11/16, , 20, 8, 24, 1
2018/11/17, , 27, 5, 19, 1
2018/11/18, , 46, 11, 15, 1
2018/11/19, , 23, 14, 11, 1
2018/11/20, , 24, 11, 10, 1
2018/11/21, , 30, 5, 15, 
2018/11/22, , 36, 3, 18, 2
2018/11/23, , 34, 10, 19, 2
2018/11/24, , 19, 5, 17, 2
2018/11/25, , 18, 11, 15, 
2018/11/26, , 33, 14, 22, 1
2018/11/27, , 29, 13, 21, 2
2018/11/28, , 27, 17, 13, 3
2018/11/29, , 27, 17, 12, 2
2018/11/30, , 24, 7, 17, 3
2018/12/1, , 27, 8, 12, 2
2018/12/2, , 14, 12, 21, 1
2018/12/3, , 10, 20, 12, 
2018/12/4, , 9, 14, 25, 2
2018/12/5, , 20, 16, 17, 4
2018/12/6, , 17, 12, 24, 1
2018/12/7, , 14, 25, 10, 
2018/12/8, , 4, 27, 8, 1
2018/12/9, , 3, 26, 11, 1
2018/12/10, , 7, 20, 9, 
2018/12/11, , 7, 8, 17, 
2018/12/12, , 12, 8, 18, 
2018/12/13, , 27, 6, , 1
2018/12/14, , 29, 14, , 
2018/12/15, , 26, 13, , 2
2018/12/16, , 22, 6, 22, 3
2018/12/17, , 34, 7, 22, 1
2018/12/18, , 27, 16, 16, 2
2018/12/19, , 20, 12, 19, 3
2018/12/20, , 25, 22, 18, 1
2018/12/21, , 6, 25, 12, 
2018/12/22, , 6, 23, 14, 
2018/12/23, , 7, 22, 7, 
2018/12/24, , 3, 17, 6, 
2018/12/25, , 6, 19, 7, 
2018/12/26, , 12, 12, 15, 1
2018/12/27, , 9, 14, 11, 
2018/12/28, , 8, 13, 13, 
2018/12/29, , 9, 26, 4, 
2018/12/30, , 3, , , 
2018/9/10, , 15, 26, 29, 
2018/9/11, , 17, 26, 26, 
2018/9/12, , 16, 38, 23, 
2018/9/13, , 20, 12, 18, 
2018/9/14, , 18, 8, 19, 
2018/9/15, , 17, 23, 17, 1
2018/9/16, , 14, 28, 17, 1
2018/9/17, , 17, 28, 31, 1
2018/9/18, , 21, 29, 32, 1
2018/9/19, , 29, 26, 37, 
2018/9/20, , 21, 24, 28, 1
2018/9/21, , 24, 26, 21, 
2018/9/22, , 9, 20, 13, 
2018/9/23, , 7, 20, 10, 
2018/9/24, , 7, 25, 8, 
2018/9/25, , 11, 21, 17, 
2018/9/26, , 15, 15, 25, 
2018/9/27, , 15, 16, 25, 
2018/9/28, , 19, 14, 22, 
2018/9/29, , 16, 15, 24, 1
2018/9/30, , 14, 24, 15, 
2017/10/1, , 17, 12, 20, 
2017/10/2, , 20, 19, 11, 
2017/10/3, , 10, 22, 16, 
2017/10/4, , 14, 24, 12, 
2017/10/5, , 10, 21, 11, 
2017/10/6, , 10, 22, 11, 
2017/10/7, , 10, 19, 9, 
2017/10/8, , 7, 17, 19, 
2017/10/9, , 15, 12, 17, 
2017/10/10, , 12, 17, 17, 
2017/10/11, , 10, 20, 12, 
2017/10/12, , 11, 16, 18, 
2017/10/13, , 17, 15, 20, 
2017/10/14, , 19, 11, 18, 
2017/10/15, , 20, 12, 26, 
2017/10/16, , 28, 9, 22, 
2017/10/17, , 34, 15, 23, 
2017/10/18, , 38, 6, 19, 
2017/10/19, , 34, 11, 21, 
2017/10/20, , 34, 19, 18, 
2017/7/1, , 8, 27, 5, 
2017/7/2, , 14, 26, 14, 
2017/7/3, , 14, 31, 14, 
2017/7/4, , 16, 26, 25, 
2017/7/5, , 20, 36, 20, 
2017/7/6, , 20, 39, 18, 
2017/7/7, , 18, 39, 14, 
2017/7/8, , 20, 40, 18, 
2017/7/9, , 21, 23, 19, 
2017/7/10, , 20, 20, 19, 
2017/7/11, , 18, 21, 17, 
2017/7/12, , 14, 24, 11, 
2017/7/13, , 15, 22, 21, 
2017/7/14, , 15, 30, 13, 
2017/7/15, , 13, 28, 12, 
2017/7/16, , 13, 22, 15, 
2017/7/17, , 15, 28, 20, 
2017/7/18, , 18, 36, 23, 
2017/7/19, , 21, 38, 19, 
2017/7/20, , 19, 29, 22, 
2017/7/21, , 20, 30, 19, 
2017/7/22, , 20, 24, 12, 
2017/7/23, , 16, 22, 16, 
2017/7/24, , 12, 16, 11, 
2017/7/25, , 8, 21, 11, 
2017/7/26, , 9, 20, 17, 
2017/7/27, , 19, 25, 16, 
2017/7/28, , 14, 26, 16, 
2017/7/29, , 16, 30, 16, 
2017/7/30, , 16, 22, 25, 
2017/7/31, , 18, 36, 19, 
2017/8/1, , 20, 27, 23, 
2017/8/2, , 20, 20, 23, 
2017/8/3, , 23, 28, 19, 
2017/8/4, , 18, 27, 15, 
2017/8/5, , 13, 29, 10, 
2017/8/6, , 13, 32, 21, 
2017/8/7, , 13, 37, 15, 
2017/8/8, , 17, 29, 22, 
2017/8/9, , 16, 23, 22, 
2017/8/10, , 22, 14, 23, 
2017/8/11, , 16, 24, 14, 
2017/8/12, , 9, 21, 10, 
2017/8/13, , 7, 27, 17, 
2017/8/14, , 13, 35, 10, 
2017/8/15, , 19, 20, 22, 
2017/8/16, , 18, 26, 14, 
2017/8/17, , 16, 23, 27, 
2017/8/19, , 10, 27, 12, 
2017/8/20, , 11, 20, 15, 
2017/8/21, , 14, 19, 18, 
2017/8/22, , 16, 20, 24, 
2017/8/23, , 18, 22, 26, 
2017/8/24, , 25, 24, 22, 
2017/8/25, , 30, 25, 19, 
2017/8/26, , 20, 37, 12, 
2017/8/27, , 20, 22, 27, 
2017/8/28, , 16, 28, 23, 
2017/8/29, , 19, 40, 17, 
2017/8/30, , 18, 28, 23, 
2017/8/31, , 15, 15, 19, 
2017/9/1, , 11, 21, 15, 
2017/9/2, , 12, 22, 13, 
2017/9/3, , 10, 26, 21, 
2017/9/4, , 16, 33, 22, 
2017/9/10, , 8, 18, 18, 
2017/9/11, , 10, 21, 17, 
2017/9/12, , 11, 21, 16, 
2017/9/13, , 9, 26, 14, 
2017/9/14, , 5, 21, 19, 
2017/9/15, , 9, 8, 21, 
2017/9/16, , 14, 22, 17, 
2017/9/17, , 15, 17, 22, 
2017/9/18, , 14, 14, 24, 
2017/9/19, , 16, 15, 23, 
2017/9/20, , 20, 16, 20, 
2017/9/21, , 24, 15, 26, 
2017/9/22, , 28, 19, 18, 
2017/9/23, , 20, 17, 16, 
2017/9/24, , 12, 10, 24, 
2017/9/25, , 19, 19, 17, 
2017/9/26, , 17, 23, 17, 
2017/9/27, , 28, 16, 17, 
2017/9/28, , 38, 25, 18, 
2017/9/29, , 30, 28, 10, 
2017/9/30, , 25, 24, 17, 
2017/4/1, , 24, 30, 13, 
2017/4/2, , 26, 24, 17, 
2017/4/3, , 26, 16, 19, 
2017/4/4, , 21, 26, 14, 
2017/4/5, , 26, 31, 8, 
2017/4/6, , 15, 26, 11, 
2017/4/7, , 14, 20, 12, 
2017/4/8, , 18, 24, 17, 
2017/4/9, , 25, 37, 21, 
2017/4/10, , 24, 26, 17, 
2017/4/11, , 13, 25, 15, 
2017/4/12, , 17, 24, 11, 
2017/4/13, , 13, 34, , 
2017/4/14, , 15, 27, , 
2017/4/15, , 17, 32, , 
2017/4/16, , 11, 27, 17, 
2017/4/17, , 8, 24, 16, 
2017/4/18, , 12, 26, 16, 
2017/4/19, , 11, 28, 16, 
2017/4/20, , 14, 30, 17, 
2017/4/21, , 25, 33, 7, 
2017/4/22, , 12, 31, 5, 
2017/4/23, , 8, 28, 18, 
2017/4/24, , 14, 24, 18, 
2017/4/25, , 20, 19, 22, 
2017/4/26, , 19, 20, 27, 
2017/4/27, , 25, 23, 26, 
2017/4/28, , 30, 25, 17, 
2017/4/29, , 22, 40, 12, 
2017/4/30, , 19, 40, 7, 
2017/5/1, , 18, 29, 16, 
2017/5/2, , 13, 25, 19, 
2017/5/3, , 25, 16, 16, 
2017/5/4, , 30, 15, 18, 
2017/5/5, , 22, 30, 13, 
2017/5/6, , 27, 29, 18, 
2017/5/7, , 20, 21, 16, 
2017/5/8, , 18, 22, 21, 
2017/5/9, , 12, 29, 23, 
2017/5/10, , 20, 38, 21, 
2017/5/11, , 19, 26, 25, 
2017/5/12, , 19, 31, 17, 
2017/5/13, , 16, 25, 13, 
2017/5/14, , 14, 28, 16, 
2017/5/15, , 17, 31, 24, 
2017/5/16, , 18, 33, 21, 
2017/5/17, , 18, 38, 17, 
2017/5/18, , 16, 39, 21, 
2017/5/19, , 20, 29, 10, 
2017/5/20, , 12, 36, 13, 
2017/5/21, , 14, 32, 23, 
2017/5/22, , 15, 38, 24, 
2017/5/23, , 22, 34, 10, 
2017/5/24, , 16, 29, 9, 
2017/5/25, , 11, 25, 15, 
2017/5/26, , 18, 33, 14, 
2017/5/27, , 12, 37, 16, 
2017/5/28, , 14, 46, 21, 
2017/5/29, , 21, 32, 24, 
2017/5/30, , 20, 30, 13, 
2017/5/31, , 19, 29, 17, 
2017/6/1, , 16, 38, 26, 
2017/6/2, , 20, 48, 15, 
2017/6/3, , 18, 27, 9, 
2017/6/4, , 12, 32, 12, 
2017/6/5, , 15, 27, 18, 
2017/6/6, , 14, 23, 13, 
2017/6/7, , 10, 25, 18, 
2017/6/8, , 14, 34, 19, 
2017/6/9, , 15, 34, 12, 
2017/6/10, , 15, 40, 13, 
2017/6/11, , 16, 36, 13, 
2017/6/12, , 18, 24, 13, 
2017/6/13, , 19, 26, 17, 
2017/6/14, , 16, 43, 24, 
2017/6/15, , 20, 29, 15, 
2017/6/16, , 16, 27, 7, 
2017/6/17, , 11, 31, 12, 
2017/6/18, , 13, 35, 26, 
2017/6/19, , 16, 44, 21, 
2017/6/20, , 20, 32, 19, 
2017/6/21, , 16, 43, 21, 
2017/6/22, , 21, 31, 14, 
2017/6/23, , 23, 39, 12, 
2017/6/24, , 18, 28, 10, 
2017/6/25, , 10, 19, 14, 
2017/6/26, , 11, 22, 23, 
2017/6/27, , 20, 29, 17, 
2017/6/28, , 18, 20, 18, 
2017/6/29, , 17, 22, 14, 
2017/6/30, , 10, 21, 11, 
2017/1/2, , 23, 20, 12, 
2017/1/3, , 9, 24, 9, 
2017/1/4, , 5, 23, 15, 
2017/1/5, , 5, 20, 18, 
2017/1/6, , 16, 17, 23, 
2017/1/7, , 16, 7, 24, 
2017/1/8, , 40, 2, 30, 
2017/1/9, , 38, 18, 18, 
2017/1/10, , 20, 17, 19, 
2017/1/11, , 29, 26, 18, 
2017/1/12, , 13, 21, 12, 
2017/1/13, , 6, 24, 10, 
2017/1/14, , 6, 25, 10, 
2017/1/15, , 7, 16, 15, 
2017/1/16, , 9, 13, 22, 
2017/1/17, , 22, 21, 21, 
2017/1/18, , 22, 17, 31, 
2017/1/19, , 43, 3, 41, 
2017/1/20, , 62, 5, 44, 
2017/1/21, , 67, 30, 16, 
2017/1/22, , 37, 24, 29, 
2017/1/23, , 51, 2, 30, 
2017/1/24, , 38, 4, 30, 
2017/1/25, , 41, 21, 18, 
2017/1/26, , 26, 23, 17, 
2017/1/27, , 30, 21, 14, 
2017/1/28, , 42, 16, 15, 
2017/1/29, , 53, 17, 18, 
2017/1/30, , 55, 14, 18, 
2017/1/31, , 39, 14, 25, 
2017/2/1, , 51, 6, 24, 
2017/2/2, , 38, 7, 25, 
2017/2/3, , 44, 8, 22, 
2017/2/4, , 37, 8, 26, 
2017/2/5, , 28, 6, 22, 
2017/2/6, , 45, 13, 16, 
2017/2/7, , 50, 16, 17, 
