date, pm25, pm10, o3, no2, so2
2022/3/19, 63, 21, 38, 7, 
2022/3/20, 51, 21, 30, 14, 
2022/3/21, 54, 24, 34, 15, 
2022/3/22, 62, 30, 25, 20, 
2022/3/23, 74, 43, 32, 23, 
2022/3/24, 101, 44, 30, 23, 
2022/3/25, 101, 32, 37, 11, 
2022/3/26, 78, 11, 31, 10, 
2022/3/27, 29, 21, 25, 14, 
2022/3/28, 55, 26, 20, 11, 
2022/3/29, 67, 28, 27, 18, 
2022/3/30, 67, 20, 23, 7, 
2022/3/31, 53, 24, 31, 10, 
2021/10/1, 30, 15, 25, 11, 
2021/10/2, 36, 20, 27, 4, 
2021/10/3, 54, 20, 15, 18, 
2021/10/4, 50, 18, 7, 17, 
2021/10/5, 42, 14, 14, 19, 
2021/10/6, 33, 17, 13, 20, 
2021/10/7, 40, 32, 22, 15, 
2021/10/8, 73, 28, 22, 16, 
2021/10/9, 67, 23, 24, 17, 
2021/10/10, 59, 28, 17, 17, 
2021/10/11, 65, 9, 13, 15, 
2021/10/12, 14, 14, 17, 16, 
2021/10/13, 38, 12, 9, 16, 
2021/10/14, 23, 10, 17, 14, 
2021/10/15, 18, 16, 17, 18, 
2021/10/16, 39, 14, 22, 15, 
2021/10/17, 34, 22, 8, 22, 
2021/10/18, 51, 20, 8, 18, 
2021/10/19, 49, 14, 23, 16, 
2021/10/20, 31, 12, 24, 10, 
2021/10/21, 31, 11, 23, 10, 
2021/10/22, 28, 12, 22, 9, 
2021/10/23, 35, 11, 23, 8, 
2021/10/24, 23, 18, 17, 14, 
2021/10/25, 46, 22, 19, 17, 
2021/10/26, 53, 16, 14, 18, 
2021/10/27, 35, 27, 22, 16, 
2021/10/28, 66, 36, 24, 16, 
2021/10/29, 84, 32, 28, 10, 
2021/10/30, 78, 33, 27, 7, 
2021/10/31, 79, 29, 21, 17, 
2021/11/1, 70, 18, 14, 20, 
2021/11/2, 44, 15, 13, 15, 
2021/11/3, 36, 10, 15, 12, 
2021/11/4, 33, 9, 15, 14, 
2021/11/5, 19, 10, 18, 10, 
2021/11/6, 21, 7, 25, 6, 
2021/11/7, 11, 14, 19, 11, 
2021/11/8, 30, 20, 9, 20, 
2021/11/9, 43, 22, 10, 16, 
2021/11/10, 56, 29, 5, 18, 
2021/11/11, 69, 22, 4, 15, 
2021/11/12, 55, 20, 3, 10, 
2021/11/13, 50, 21, 9, 10, 
2021/11/14, 54, 33, 10, 12, 
2021/11/15, 78, 35, 14, 20, 
2021/11/16, 82, 24, 10, 11, 
2021/11/17, 58, 14, 18, 11, 
2021/11/18, 34, 10, 16, 9, 
2021/11/19, 21, 13, 16, 9, 
2021/11/20, 33, 14, 13, 8, 
2021/11/21, 34, 9, 15, 11, 
2021/11/22, 20, 13, 14, 15, 
2021/11/23, 33, 16, 19, 19, 
2021/11/24, 38, 27, 17, 17, 
2021/11/25, 68, 16, 14, 18, 
2021/11/26, 41, 22, 8, 15, 
2021/11/27, 56, 14, 14, 12, 
2021/11/28, 33, 15, 11, 12, 
2021/11/29, 38, 6, 28, 8, 
2021/11/30, 11, 6, 23, 13, 
2021/12/1, 13, 8, 23, 9, 
2021/12/2, 15, 23, 21, 14, 
2021/12/3, 39, 10, 15, 8, 
2021/12/4, 31, 11, 18, 9, 
2021/12/5, 29, 25, 6, 14, 
2021/12/6, 63, 26, 6, 14, 
2021/12/7, 65, 26, 10, 12, 
2021/12/8, 65, 31, 6, 16, 
2021/12/9, 75, 21, 11, 18, 
2021/12/10, 54, 31, 8, 19, 
2021/12/11, 78, 23, 4, 16, 
2021/12/12, 57, 17, 10, 19, 
2021/12/13, 40, 14, 14, 14, 
2021/12/14, 42, 14, 11, 14, 
2021/12/15, 36, 13, 16, 11, 
2021/12/16, 29, 17, 16, 8, 
2021/12/17, 42, 8, 21, 7, 
2021/12/18, 12, 6, 23, 3, 
2021/12/19, 11, 11, 19, 11, 
2021/12/20, 28, 21, 10, 13, 
2021/12/21, 54, 27, 8, 21, 
2021/12/22, 66, 30, 5, 15, 
2021/12/23, 73, 8, 19, 6, 
2021/12/24, 23, 9, 24, 10, 
2021/12/25, 29, 15, 20, 8, 
2021/12/26, 36, 18, 17, 9, 
2021/12/27, 49, 20, 11, 9, 
2021/12/28, 51, 17, 9, 15, 
2021/12/29, 34, 6, 18, 9, 
2021/12/30, 14, 6, 18, 4, 
2021/12/31, 11, 9, 20, 6, 
2022/1/1, 19, 10, 21, 7, 
2022/1/2, 19, 6, 27, 8, 
2021/7/1, 22, 9, 19, 9, 
2021/7/2, 33, 12, 20, 10, 
2021/7/3, 27, 11, 34, 10, 
2021/7/4, 37, 14, 38, 9, 
2021/7/5, 28, 11, 20, 10, 
2021/7/6, 24, 9, 18, 15, 
2021/7/7, 19, 16, 18, 14, 
2021/7/8, 43, 11, 19, 9, 
2021/7/9, 29, 12, 30, 10, 
2021/7/10, 31, 12, 27, 7, 
2021/7/11, 28, 12, 31, 10, 
2021/7/12, 28, 15, 34, 10, 
2021/7/13, 38, 12, 27, 10, 
2021/7/14, 28, 11, 26, 14, 
2021/7/15, 27, 16, 32, 10, 
2021/7/16, 43, 20, 15, 6, 
2021/7/17, 53, 12, 19, 4, 
2021/7/18, 31, 15, 21, 8, 
2021/7/19, 37, 15, 20, 11, 
2021/7/20, 42, 14, 21, 12, 
2021/7/21, 38, 16, 28, 16, 
2021/7/22, 44, 20, 35, 16, 
2021/7/23, 50, 20, 43, 11, 
2021/7/24, 55, 17, 37, 8, 
2021/7/25, 48, 15, 25, 13, 
2021/7/26, 41, 14, 25, 14, 
2021/7/27, 38, 13, 23, 13, 
2021/7/28, 33, 13, 25, 12, 
2021/7/29, 34, 14, 26, 15, 
2021/7/30, 35, 13, 29, 9, 
2021/7/31, 32, 11, 19, 10, 
2021/8/1, 26, 9, 22, 11, 
2021/8/2, 21, 9, 21, 11, 
2021/8/3, 22, 10, 18, 14, 
2021/8/4, 23, 14, 12, 17, 
2021/8/5, 35, 14, 18, 13, 
2021/8/6, 37, 9, 21, 8, 
2021/8/7, 19, 7, 20, 6, 
2021/8/8, 13, 10, 17, 12, 
2021/8/9, 26, 13, 22, 13, 
2021/8/10, 33, 13, 25, 12, 
2021/8/11, 34, 16, 34, 14, 
2021/8/12, 44, 20, 32, 17, 
2021/8/13, 53, 18, 36, 12, 
2021/8/14, 49, 19, 38, 14, 
2021/8/15, 53, 17, 24, 11, 
2021/8/16, 45, 11, 22, 9, 
2021/8/17, 28, 10, 18, 11, 
2021/8/18, 22, 9, 16, 10, 
2021/8/19, 20, 12, 17, 14, 
2021/8/20, 31, 14, 27, 11, 
2021/8/21, 37, 12, 22, , 
2021/8/22, 30, 8, 22, , 
2021/8/23, 16, 15, 14, , 
2021/8/24, 40, 15, 24, , 
2021/8/25, 39, 10, 19, , 
2021/8/26, 23, 7, 11, 14, 
2021/8/27, 14, 8, 15, 8, 
2021/8/28, 16, 9, 23, 9, 
2021/8/29, 20, 10, 20, 11, 
2021/8/30, 24, 11, 21, 8, 
2021/8/31, 28, 14, 21, 10, 
2021/9/1, 38, 18, 24, 14, 
2021/9/2, 50, 22, 27, 16, 
2021/9/3, 57, 25, 24, 11, 
2021/9/4, 65, 24, 30, 11, 
2021/9/5, 54, 19, 23, 20, 
2021/9/6, 52, 25, 26, 22, 
2021/9/7, 65, 22, 34, 18, 
2021/9/8, 53, 21, 33, 13, 
2021/9/9, 57, 19, 22, 17, 
2021/9/10, 52, 18, 13, 15, 
2021/9/11, 50, 15, 24, 11, 
2021/9/12, 38, 18, 21, 17, 
2021/9/13, 47, 20, 24, 18, 
2021/9/14, 54, 19, 15, 17, 
2021/9/15, 51, 15, 14, 15, 
2021/9/16, 39, 10, 18, 11, 
2021/9/17, 22, 6, 14, 7, 
2021/9/18, 13, 9, 21, 8, 
2021/9/19, 17, 15, 10, 18, 
2021/9/20, 40, 17, 19, 14, 
2021/9/21, 46, 16, 17, 11, 
2021/9/22, 44, 14, 27, 14, 
2021/9/23, 39, 11, 21, 10, 
2021/9/24, 26, 13, 20, 13, 
2021/9/25, 32, 14, 29, 7, 
2021/9/26, 37, 17, 15, 20, 
2021/9/27, 46, 14, 14, 16, 
2021/9/28, 36, 15, 22, 15, 
2021/9/29, 40, 11, 19, 16, 
2021/9/30, 29, 14, 20, 14, 
2021/6/3, 46, 16, 39, 13, 
2021/6/4, 51, 20, 24, 20, 
2021/6/7, 62, 24, 34, 11, 
2021/6/8, 63, 23, 27, 12, 
2021/6/9, 37, 15, 28, 17, 
2021/6/10, 42, 15, 29, 15, 
2021/6/12, 33, 16, 29, 7, 
2021/6/13, 23, 10, 25, 3, 
2021/6/14, 42, 15, 29, 14, 
2021/6/16, 65, 23, 38, 11, 
2021/6/17, 46, 17, 39, 11, 
2021/6/18, 44, 16, 41, 11, 
2021/6/19, 57, 18, 46, 12, 
2021/6/20, 65, 25, 34, 9, 
2021/6/21, 41, 15, 34, 11, 
2021/6/22, 36, 12, 15, 9, 
2021/6/23, 50, 19, 16, 13, 
2021/6/24, 50, 19, 24, 11, 
2021/6/25, 34, 13, 21, 13, 
2021/6/26, 38, 14, 30, 12, 
2021/6/27, 37, 14, 38, 10, 
2021/6/28, 41, 15, 37, 14, 
2021/6/29, 48, 18, 28, 14, 
2021/6/30, 27, 11, 22, 11, 
2023/12/24, , 4, 24, 6, 
2023/12/25, , 4, 24, 4, 
2023/12/26, , 12, 21, 13, 
2023/10/7, , 7, 23, 6, 
2023/4/1, , 5, 27, 5, 
2023/4/2, , 5, 27, 5, 
2023/4/10, , 20, 34, 9, 
2023/1/4, , 6, 24, 5, 
2023/1/13, , 6, , , 
2023/1/14, , 3, , , 
2023/1/15, , 7, 24, 9, 
2023/1/31, , 9, 26, 8, 
2023/2/1, , 8, 25, 7, 
2023/2/2, , 6, 28, 6, 
2023/2/3, , 6, 24, 5, 
2023/2/4, , 11, 16, 13, 
2023/2/5, , 26, 3, 23, 
2023/2/12, , 16, 15, 12, 
2023/2/13, , 23, 12, 17, 
2023/2/14, , 18, 9, 14, 
2023/2/19, , 7, 24, 8, 
2023/2/20, , 7, 26, 6, 
2023/2/21, , 16, 14, 16, 
2023/2/24, , 4, 25, 4, 
2023/2/25, , 5, 23, 7, 
2023/2/26, , 12, 15, 16, 
2023/2/27, , 23, 24, 20, 
2023/2/28, , 39, 19, 25, 
2023/3/1, , 40, 17, 25, 
2023/3/2, , 22, 15, 12, 
2023/3/3, , 15, 26, 6, 
2023/3/4, , 6, 29, 6, 
2023/3/5, , 12, 22, 12, 
2023/3/6, , 11, 26, 10, 
2023/3/7, , 10, 19, 17, 
2023/3/8, , 12, 7, 16, 
2023/3/9, , 6, 23, 15, 
2023/3/10, , 6, 27, 5, 
2023/3/11, , 8, 26, 8, 
2023/3/12, , 10, 23, 10, 
2023/3/13, , 5, 28, 9, 
2023/3/14, , 13, 23, 11, 
2023/3/15, , 15, 26, 14, 
2023/3/18, , 20, 28, 10, 
2022/8/20, , 12, 27, 9, 
2022/8/21, , 13, 21, 14, 
2022/9/19, , 8, 16, 12, 
2022/1/29, , 13, , , 
2022/1/30, , 15, 17, 17, 
2021/4/1, , 34, 27, 4, 
2021/4/2, , 8, 30, 6, 
2021/4/3, , 9, 32, 8, 
2021/4/4, , 16, 32, 8, 
2021/4/5, , 13, 29, 6, 
2021/4/6, , 9, 29, 10, 
2021/4/7, , 9, 26, 8, 
2021/4/8, , 12, 26, 8, 
2021/4/9, , 18, 28, 15, 
2021/4/10, , 25, 17, 16, 
2021/4/11, , 18, 38, 5, 
2021/4/12, , 8, 21, 11, 
2021/4/13, , 15, 27, 10, 
2021/4/14, , 13, 29, 9, 
2021/4/15, , 11, 28, 10, 
2021/4/16, , 10, 26, 10, 
2021/4/17, , 13, 25, 8, 
2021/4/18, , 17, 20, 9, 
2021/4/19, , 23, 24, 15, 
2021/4/20, , 28, 26, 15, 
2021/4/21, , 24, 37, 16, 
2021/4/22, , 16, 28, 3, 
2021/4/23, , 15, 27, 8, 
2021/4/24, , 17, 31, , 
2021/4/25, , 14, 31, 7, 
2021/4/26, , 15, 29, 15, 
2021/4/27, , 15, 33, 12, 
2021/4/28, , 20, 36, 14, 
2021/4/29, , 16, 32, 12, 
2021/4/30, , 18, 27, 11, 
2021/5/1, , 21, 33, 6, 
2021/5/2, , 14, 32, 5, 
2021/5/3, , 10, 30, 9, 
2021/5/4, , 9, 33, 11, 
2021/5/5, , 8, 28, 9, 
2021/5/6, , 8, 27, 12, 
2021/5/7, , 8, 28, 9, 
2021/5/8, , 10, 33, 8, 
2021/5/9, , 10, 38, 6, 
2021/5/10, , 14, 36, 11, 
2021/5/11, , 17, 38, 11, 
2021/5/12, , 14, 18, 8, 
2021/5/13, , 3, 27, 3, 
2021/5/14, , 10, 26, 10, 
2021/5/15, , 7, 25, 8, 
2021/5/16, , 5, 26, 7, 
2021/5/17, , 6, 27, 11, 
2021/5/18, , 10, 28, 10, 
2021/5/19, , 9, 23, 15, 
2021/5/20, , 10, 27, 12, 
2021/5/21, , 10, 29, 13, 
2021/5/22, , 7, 26, 7, 
2021/5/23, , 6, 29, 5, 
2021/5/24, , 6, 31, 5, 
2021/5/25, , 7, 26, 12, 
2021/5/26, , 7, 24, 13, 
2021/5/27, , 8, 21, 11, 
2021/5/28, , 10, 17, 12, 
2021/5/29, , 10, 27, 7, 
2021/5/30, , 10, 30, 6, 
2021/5/31, , 15, 30, 14, 
2021/6/1, , 16, 27, 15, 
2021/6/2, , 14, 35, 13, 
2021/6/5, , 19, 37, 13, 
2021/6/6, , 13, 40, 7, 
2021/6/11, , 17, 44, 13, 
2021/6/15, , 19, 39, 14, 
2021/1/4, , 31, 5, 10, 
2021/1/5, , 21, 15, 10, 
2021/1/6, , 8, 13, 11, 
2021/1/7, , 17, 11, 14, 
2021/1/8, , 11, 7, 9, 
2021/1/9, , 10, 7, 11, 
2021/1/10, , 15, 17, 20, 
2021/1/11, , 22, 27, 11, 
2021/1/12, , 8, 25, 10, 
2021/1/13, , 8, 21, 9, 
2021/1/14, , 8, 18, 9, 
2021/1/15, , 11, 23, 7, 
2021/1/16, , 10, 15, 16, 
2021/1/17, , 24, 19, 18, 
2021/1/18, , 21, 22, 13, 
2021/1/19, , 8, 22, 16, 
2021/1/20, , 14, 25, 14, 
2021/1/21, , 18, 20, 14, 
2021/1/22, , 14, 18, 11, 
2021/1/23, , 9, 13, 11, 
2021/1/24, , 11, 15, 16, 
2021/1/25, , 16, 20, 17, 
2021/1/26, , 19, 21, 19, 
2021/1/27, , 23, 16, 17, 
2021/1/28, , 10, 18, 16, 
2021/1/29, , 12, 21, 9, 
2021/1/30, , 11, 19, 12, 
2021/1/31, , 15, 21, 10, 
2021/2/1, , 19, 18, 19, 
2021/2/2, , 26, 28, 16, 
2021/2/3, , 6, 27, 13, 
2021/2/4, , 8, 12, 13, 
2021/2/5, , 15, 18, 8, 
2021/2/6, , 27, 17, 6, 
2021/2/7, , 23, 18, 14, 
2021/2/8, , 23, 17, 18, 
2021/2/9, , 39, 17, 27, 
2021/2/10, , 49, 19, 19, 
2021/2/11, , 26, 17, 21, 
2021/2/12, , 21, 23, 18, 
2021/2/13, , 25, 27, 22, 
2021/2/14, , 22, 20, 20, 
2021/2/15, , 22, 13, 25, 
2021/2/16, , 45, 21, 16, 
2021/2/17, , 17, 24, 17, 
2021/2/18, , 14, 23, 18, 
2021/2/19, , 20, 25, 10, 
2021/2/20, , 21, 20, 6, 
2021/2/21, , 23, 15, 12, 
2021/2/22, , 21, 6, 18, 
2021/2/23, , 34, 6, 23, 
2021/2/24, , 48, 8, 28, 
2021/2/25, , 57, 21, 18, 
2021/2/26, , 37, 23, 7, 
2021/2/27, , 12, 23, 9, 
2021/2/28, , 18, 13, 20, 
2021/3/1, , 21, 9, 19, 
2021/3/2, , 29, 5, 22, 
2021/3/3, , 30, 20, 18, 
2021/3/4, , 42, 22, 15, 
2021/3/5, , 17, 26, 13, 
2021/3/6, , 18, 27, 6, 
2021/3/7, , 13, 23, 20, 
2021/3/8, , 23, 24, 18, 
2021/3/9, , 26, 18, 22, 
2021/3/10, , 38, 26, 14, 
2021/3/11, , 19, 27, 11, 
2021/3/12, , 11, 31, 6, 
2021/3/13, , 6, 29, 6, 
2021/3/14, , 7, 26, 12, 
2021/3/15, , 12, 24, 8, 
2021/3/16, , 10, 22, 13, 
2021/3/17, , 11, 24, 15, 
2021/3/18, , 14, 23, 14, 
2021/3/19, , 11, 21, 8, 
2021/3/20, , 11, 27, 5, 
2021/3/21, , 12, 26, 10, 
2021/3/22, , 21, 23, 10, 
2021/3/23, , 13, 23, 19, 
2021/3/24, , 36, 21, 21, 
2021/3/25, , 37, 24, 22, 
2021/3/26, , 35, 29, 10, 
2021/3/27, , 14, 29, 7, 
2021/3/28, , 9, 29, 14, 
2021/3/29, , 16, 33, 19, 
2021/3/30, , 24, 31, 27, 
2021/3/31, , 32, 33, 18, 
2020/10/1, , 22, 24, 10, 
2020/10/2, , 17, 26, 7, 
2020/10/3, , 13, 21, 12, 
2020/10/4, , 7, 8, 18, 
2020/10/5, , 10, 13, 14, 
2020/10/6, , 8, 15, 13, 
2020/10/7, , 6, 17, 12, 
2020/10/8, , 8, 16, 15, 
2020/10/9, , 10, 13, 12, 
2020/10/10, , 9, 16, 11, 
2020/10/11, , 9, 9, 16, 
2020/10/12, , 12, 13, 14, 
2020/10/13, , 17, 17, 9, 
2020/10/14, , 3, 12, 15, 
2020/10/15, , 6, 13, 16, 
2020/10/16, , 8, 12, 14, 
2020/10/17, , 9, 16, 7, 
2020/10/18, , 11, 11, 18, 
2020/10/19, , 21, 11, 12, 
2020/10/20, , 20, 12, 12, 
2020/10/21, , 23, 11, 17, 
2020/10/22, , 31, 13, 15, 
2020/10/23, , 28, 18, 16, 
2020/10/24, , 13, 18, 10, 
2020/10/25, , 14, 13, 14, 
2020/10/26, , 14, 16, 17, 
2020/10/27, , 10, 10, 15, 
2020/10/28, , 11, 18, 14, 
2020/10/29, , 8, 18, 11, 
2020/10/30, , 7, 17, 10, 
2020/10/31, , 9, 12, 10, 
2020/11/1, , 13, 15, 13, 
2020/11/2, , 11, 19, 19, 
2020/11/3, , 16, 18, 13, 
2020/11/4, , 15, 16, 19, 
2020/11/5, , 22, 9, 21, 
2020/11/6, , 23, 14, 15, 
2020/11/7, , 22, 5, 13, 
2020/11/8, , 19, 4, 16, 
2020/11/9, , 15, 7, 18, 
2020/11/10, , 18, 5, 16, 
2020/11/11, , 22, 8, 15, 
2020/11/12, , 19, 7, 21, 
2020/11/13, , 21, 8, 11, 
2020/11/14, , 22, 11, 6, 
2020/11/15, , 17, 17, 13, 
2020/11/16, , 11, 16, 16, 
2020/11/17, , 11, 17, 11, 
2020/11/18, , 14, 24, 13, 
2020/11/19, , 13, 20, 14, 
2020/11/20, , 15, 14, 16, 
2020/11/21, , 16, 25, 8, 
2020/11/22, , 9, 15, 13, 
2020/11/23, , 17, 5, 18, 
2020/11/24, , 21, 6, 14, 
2020/11/25, , 18, 2, 15, 
2020/11/26, , 25, 1, 18, 
2020/11/27, , 31, 15, 18, 
2020/11/28, , 19, 12, 10, 
2020/11/29, , 14, 8, 20, 
2020/11/30, , 21, 8, 14, 
2020/12/1, , 24, 10, 20, 
2020/12/2, , 31, 8, 18, 
2020/12/3, , 39, 16, 9, 
2020/12/4, , 20, 18, 13, 
2020/12/5, , 20, 22, 7, 
2020/12/6, , 17, 21, 16, 
2020/12/7, , 25, 15, 14, 
2020/12/8, , 18, 15, 14, 
2020/12/9, , 24, 1, 16, 
2020/12/10, , 35, 11, 12, 
2020/12/11, , 28, 12, 9, 
2020/12/12, , 11, 4, 11, 
2020/12/14, , 15, 10, 10, 
2020/12/15, , 19, 6, 11, 
2020/12/16, , 24, 6, 11, 
2020/12/17, , 22, 8, 16, 
2020/12/18, , 18, 10, 8, 
2020/12/19, , 10, 10, 6, 
2020/12/20, , 12, 6, 10, 
2020/12/21, , 15, 15, 10, 
2020/12/22, , 9, 15, 16, 
2020/12/23, , 11, 22, 4, 
2020/12/24, , 4, 19, 4, 
2020/12/25, , 6, 20, 7, 
2020/12/26, , 10, 20, 5, 
2020/12/27, , 9, 14, 4, 
2020/12/28, , 11, 13, 13, 
2020/12/29, , 11, 13, 15, 
2020/12/30, , 15, 12, 10, 
2020/12/31, , 18, 6, 13, 
2021/1/1, , 39, 9, 11, 
2021/1/2, , 33, 5, 13, 
2021/1/3, , 30, , 11, 
2020/7/1, , 9, 23, 3, 
2020/7/2, , 8, 27, 11, 
2020/7/3, , 10, 31, 10, 
2020/7/4, , 9, 26, 5, 
2020/7/5, , 7, 26, 7, 
2020/7/6, , 10, 23, 9, 
2020/7/7, , 9, 19, 15, 
2020/7/8, , 8, 16, 11, 
2020/7/9, , 8, 22, 12, 
2020/7/10, , 10, 24, 8, 
2020/7/11, , 6, 27, 8, 1
2020/7/12, , 7, 30, 13, 1
2020/7/13, , 9, 36, 12, 
2020/7/14, , 10, 21, 16, 
2020/7/15, , 13, 19, 13, 
2020/7/16, , 16, 20, 13, 
2020/7/17, , 11, 33, 12, 1
2020/7/18, , 11, 40, 9, 1
2020/7/19, , 12, 38, 10, 
2020/7/20, , 15, 26, 14, 
2020/7/21, , 14, 27, 14, 
2020/7/22, , 11, 29, 18, 1
2020/7/23, , 13, 34, 16, 
2020/7/24, , 15, 35, 15, 1
2020/7/25, , 15, 22, 8, 
2020/7/26, , 11, 32, 12, 
2020/7/27, , 9, 30, 11, 
2020/7/28, , 11, 32, 11, 
2020/7/29, , 15, 34, 16, 1
2020/7/30, , 16, 30, 18, 
2020/7/31, , 14, 38, 12, 
2020/8/1, , 10, 37, 8, 
2020/8/2, , 11, 15, 11, 
2020/8/3, , 13, 18, 14, 
2020/8/4, , 11, 34, 16, 
2020/8/5, , 9, 36, 14, 
2020/8/6, , 13, 38, 18, 
2020/8/7, , 17, 41, 17, 
2020/8/8, , 18, 49, 10, 
2020/8/9, , 18, 20, 20, 
2020/8/10, , 22, 32, 19, 
2020/8/11, , 22, 35, 18, 
2020/8/12, , 17, 41, 17, 
2020/8/13, , 17, 39, 17, 
2020/8/14, , 20, 41, 13, 
2020/8/15, , 19, 41, 9, 
2020/8/16, , 16, 35, 15, 
2020/8/17, , 15, 31, 13, 
2020/8/18, , 10, , , 
2020/8/21, , 12, , , 
2020/8/22, , 10, , , 
2020/8/23, , 7, 18, 17, 
2020/8/24, , 8, 23, 17, 
2020/8/25, , 10, 25, 8, 
2020/8/26, , 10, 22, 10, 
2020/8/27, , 8, 19, 14, 
2020/8/28, , 8, 18, 10, 
2020/8/29, , 7, 28, 9, 
2020/8/30, , 8, 22, 13, 
2020/8/31, , 11, 15, 15, 
2020/9/1, , 12, 21, 13, 
2020/9/2, , 10, 30, 17, 
2020/9/3, , 11, 24, 16, 
2020/9/4, , 11, 17, 11, 
2020/9/5, , 12, 24, 10, 
2020/9/6, , 10, 21, 16, 
2020/9/7, , 12, 26, 16, 
2020/9/8, , 13, 31, 19, 
2020/9/9, , 15, 18, 15, 
2020/9/10, , 11, 19, 21, 
2020/9/11, , 14, 22, 15, 
2020/9/12, , 14, 30, 17, 
2020/9/13, , 16, 34, 22, 
2020/9/14, , 17, 35, 20, 
2020/9/15, , 18, 44, 21, 
2020/9/16, , 19, 30, 12, 
2020/9/17, , 14, 20, 17, 
2020/9/18, , 15, 28, 12, 
2020/9/19, , 12, 35, 13, 
2020/9/20, , 15, 32, 22, 
2020/9/21, , 24, 32, 19, 
2020/9/22, , 29, 22, 21, 
2020/9/23, , 22, 19, 17, 
2020/9/24, , 15, 17, 15, 
2020/9/25, , 10, 19, 7, 
2020/9/26, , 3, , , 
2020/9/27, , 6, 14, 15, 
2020/9/28, , 9, 12, 19, 
2020/9/29, , 15, 15, 19, 
2020/9/30, , 18, 17, 19, 
2020/4/1, , 14, 27, 13, 1
2020/4/2, , 20, 30, 14, 
2020/4/3, , 22, 25, 10, 
2020/4/4, , 27, 25, 11, 
2020/4/5, , 23, 35, 6, 
2020/4/6, , 23, 35, 11, 1
2020/4/7, , 26, 36, 14, 
2020/4/8, , 20, 33, 14, 1
2020/4/9, , 21, 33, 7, 
2020/4/10, , 14, 32, 9, 
2020/4/11, , 18, 34, 7, 4
2020/4/12, , 18, 26, 4, 
2020/4/13, , 13, 29, 5, 
2020/4/14, , 11, 30, 9, 
2020/4/15, , 17, 33, 13, 3
2020/4/16, , 23, 32, 13, 3
2020/4/17, , 21, 37, 8, 
2020/4/18, , 17, 32, 2, 
2020/4/19, , 13, 33, 9, 
2020/4/20, , 13, 35, 8, 
2020/4/21, , 20, 36, 10, 
2020/4/22, , 19, 35, 15, 1
2020/4/23, , 22, 42, 10, 1
2020/4/24, , 22, 28, 4, 
2020/4/25, , 12, 33, 8, 1
2020/4/26, , 14, 32, 12, 
2020/4/27, , 14, 35, 12, 1
2020/4/28, , 16, 23, 9, 
2020/4/29, , 10, 25, 11, 
2020/4/30, , 9, 26, 3, 
2020/5/1, , 3, 26, 5, 
2020/5/2, , 5, 27, 4, 
2020/5/3, , 8, 21, 11, 
2020/5/4, , 12, 26, 9, 
2020/5/5, , 10, 29, 9, 
2020/5/6, , 9, 29, 10, 
2020/5/7, , 13, 39, 13, 
2020/5/8, , 18, 43, 14, 1
2020/5/9, , 20, 30, 10, 
2020/5/10, , 18, 23, 8, 
2020/5/11, , 9, 22, 9, 
2020/5/12, , 8, 29, 12, 
2020/5/13, , 13, 29, 11, 
2020/5/14, , 13, 32, 12, 1
2020/5/15, , 15, 34, 8, 1
2020/5/16, , 10, 35, 8, 
2020/5/17, , 16, 34, 13, 
2020/5/18, , 14, 30, 11, 
2020/5/19, , 18, 22, 14, 
2020/5/20, , 14, 36, 8, 1
2020/5/21, , 9, 28, 8, 1
2020/5/22, , 14, 23, 8, 
2020/5/23, , 10, 25, 4, 
2020/5/24, , 9, 19, 7, 
2020/5/25, , 9, 23, 11, 
2020/5/26, , 9, 29, 13, 
2020/5/27, , 11, 21, 13, 
2020/5/28, , 14, 23, 11, 
2020/5/29, , 9, 26, 7, 
2020/5/30, , 6, 25, 5, 
2020/5/31, , 9, 29, 6, 
2020/6/1, , 12, 21, 12, 1
2020/6/2, , 10, 27, 11, 
2020/6/3, , 8, 22, 13, 1
2020/6/4, , 10, 22, 10, 
2020/6/5, , 9, 21, 8, 
2020/6/6, , 6, 15, 8, 
2020/6/7, , 8, 23, 15, 
2020/6/8, , 10, 26, 14, 
2020/6/9, , 14, 20, 16, 
2020/6/10, , 13, 21, 16, 
2020/6/11, , 12, 23, 16, 
2020/6/12, , 16, 33, 8, 
2020/6/13, , 16, 15, 8, 
2020/6/14, , 14, 31, 15, 
2020/6/15, , 15, 29, 16, 
2020/6/16, , 14, 36, 14, 
2020/6/17, , 11, 20, 12, 1
2020/6/18, , 9, 23, 11, 
2020/6/19, , 12, 31, 4, 
2020/6/20, , 8, , , 
2020/6/21, , 8, 32, 12, 
2020/6/22, , 12, 31, 12, 
2020/6/23, , 11, 22, 14, 1
2020/6/24, , 11, 32, 8, 
2020/6/25, , 6, 31, 4, 
2020/6/26, , 9, 40, 3, 
2020/6/27, , 9, 22, 3, 
2020/6/28, , 6, 24, 4, 
2020/6/29, , 9, 29, 2, 
2020/6/30, , 10, 21, 2, 
2020/1/2, , 45, 8, 19, 4
2020/1/3, , 17, 17, 17, 2
2020/1/4, , 8, 26, 6, 
2020/1/5, , 13, 23, 11, 
2020/1/6, , 15, 12, 20, 1
2020/1/7, , 19, 8, 17, 
2020/1/8, , 14, 5, 20, 1
2020/1/9, , 11, 4, 14, 
2020/1/10, , 9, 23, 13, 
2020/1/11, , 9, 24, 14, 
2020/1/12, , 16, 20, 13, 1
2020/1/13, , 13, 20, 15, 1
