date,city,pm25,pm10
2015-06-04,"sternschanze,-hamburg, germany", 26, 18
2015-06-04,"stuttgart-bad-cannstatt, germany", , 14
2015-06-04,"berlin,-germany", , 25
2015-06-04,"hannover,-germany",, 16
2015-06-04,"dresden-bergstraße,-germany", , 27
2015-06-04,munich, , 22
2015-06-05,"hannover,-germany",, 19
2015-06-05,"berlin,-germany", , 26
2015-06-05,munich, , 22
2015-06-05,"dresden-bergstraße,-germany", , 21
2015-06-05,"potsdam-zentrum,-germany", , 24
2015-06-05,"stuttgart-bad-cannstatt, germany", , 19
2015-06-05,"sternschanze,-hamburg, germany", 38, 28
2015-06-06,munich, , 28
2015-06-06,"sternschanze,-hamburg, germany", 94, 27
2015-06-06,"dresden-bergstraße,-germany", , 20
2015-06-06,"berlin,-germany", , 35
2015-06-06,"potsdam-zentrum,-germany", , 24
2015-06-06,"stuttgart-bad-cannstatt, germany", , 17
2015-06-06,"hannover,-germany",, 22
2015-06-07,"berlin,-germany", , 19
2015-06-07,"potsdam-zentrum,-germany", , 10
2015-06-07,munich, , 19
2015-06-07,"hannover,-germany",, 15
2015-06-07,"stuttgart-bad-cannstatt, germany", , 19
2015-06-07,"sternschanze,-hamburg, germany", 43, 20
2015-06-07,"dresden-bergstraße,-germany", , 13
2015-06-08,"berlin,-germany", , 22
2015-06-08,"dresden-bergstraße,-germany", , 18
2015-06-08,"potsdam-zentrum,-germany", , 14
2015-06-08,munich, , 19
2015-06-08,"stuttgart-bad-cannstatt, germany", , 19
2015-06-08,"hannover,-germany",, 12
2015-06-08,"sternschanze,-hamburg, germany", 27, 19
2015-06-09,"hannover,-germany",, 13
2015-06-09,"potsdam-zentrum,-germany", , 13
2015-06-09,"berlin,-germany", , 18
2015-06-09,munich, , 20
2015-06-09,"sternschanze,-hamburg, germany", 34, 18
2015-06-09,"stuttgart-bad-cannstatt, germany", , 14
2015-06-09,"dresden-bergstraße,-germany", , 17
2015-06-10,"berlin,-germany", , 26
2015-06-10,"sternschanze,-hamburg, germany", 36, 22
2015-06-10,"dresden-bergstraße,-germany", , 16
2015-06-10,munich, , 20
2015-06-10,"potsdam-zentrum,-germany", , 18
2015-06-10,"hannover,-germany",, 13
2015-06-10,"stuttgart-bad-cannstatt, germany", , 16
2015-06-11,"berlin,-germany", , 22
2015-06-11,"potsdam-zentrum,-germany", , 20
2015-06-11,"sternschanze,-hamburg, germany", 46, 23
2015-06-11,munich, , 23
2015-06-11,"stuttgart-bad-cannstatt, germany", , 20
2015-06-11,"dresden-bergstraße,-germany", , 22
2015-06-11,"hannover,-germany",, 11
2015-06-12,"hannover,-germany",, 17
2015-06-12,"potsdam-zentrum,-germany", , 28
2015-06-12,"berlin,-germany", , 27
2015-06-12,munich, , 23
2015-06-12,"stuttgart-bad-cannstatt, germany", , 26
2015-06-12,"sternschanze,-hamburg, germany", 53, 35
2015-06-12,"dresden-bergstraße,-germany", , 26
2015-06-13,"stuttgart-bad-cannstatt, germany", , 24
2015-06-13,"hannover,-germany",, 23
2015-06-13,munich, , 22
2015-06-13,"dresden-bergstraße,-germany", , 22
2015-06-13,"sternschanze,-hamburg, germany", 73, 26
2015-06-13,"berlin,-germany", , 40
2015-06-13,"potsdam-zentrum,-germany", , 37
2015-06-14,munich, , 20
2015-06-14,"hannover,-germany",, 18
2015-06-14,"stuttgart-bad-cannstatt, germany", , 11
2015-06-14,"potsdam-zentrum,-germany", , 18
2015-06-14,"sternschanze,-hamburg, germany", 73, 11
2015-06-14,"dresden-bergstraße,-germany", , 12
2015-06-14,"berlin,-germany", , 28
2015-06-15,"stuttgart-bad-cannstatt, germany", , 15
2015-06-15,munich, , 23
2015-06-15,"sternschanze,-hamburg, germany", 19, 11
2015-06-15,"hannover,-germany",, 10
2015-06-15,"berlin,-germany", , 19
2015-06-15,"dresden-bergstraße,-germany", , 14
2015-06-15,"potsdam-zentrum,-germany", , 9
2015-06-16,"sternschanze,-hamburg, germany", 18, 16
2015-06-16,munich, , 30
2015-06-16,"potsdam-zentrum,-germany", , 11
2015-06-16,"stuttgart-bad-cannstatt, germany", , 17
2015-06-16,"berlin,-germany", , 29
2015-06-16,"dresden-bergstraße,-germany", , 20
2015-06-16,"hannover,-germany",, 9
2015-06-17,"stuttgart-bad-cannstatt, germany", , 14
2015-06-17,"dresden-bergstraße,-germany", , 20
2015-06-17,munich, , 20
2015-06-17,"berlin,-germany", , 30
2015-06-17,"potsdam-zentrum,-germany", , 15
2015-06-17,"sternschanze,-hamburg, germany", 34, 17
2015-06-17,"hannover,-germany",, 11
2015-06-18,"sternschanze,-hamburg, germany", 50, 10
2015-06-18,"stuttgart-bad-cannstatt, germany", , 14
2015-06-18,"dresden-bergstraße,-germany", , 19
2015-06-18,"berlin,-germany", , 26
2015-06-18,munich, , 22
2015-06-18,"hannover,-germany",, 17
2015-06-18,"potsdam-zentrum,-germany", , 13
2015-06-19,"sternschanze,-hamburg, germany", 21, 8
2015-06-19,"hannover,-germany",, 11
2015-06-19,munich, , 26
2015-06-19,"dresden-bergstraße,-germany", , 15
2015-06-19,"potsdam-zentrum,-germany", , 9
2015-06-19,"stuttgart-bad-cannstatt, germany", , 20
2015-06-19,"berlin,-germany", , 23
2015-06-20,"berlin,-germany", , 15
2015-06-20,"dresden-bergstraße,-germany", , 10
2015-06-20,"sternschanze,-hamburg, germany", 9, 9
2015-06-20,"hannover,-germany",, 9
2015-06-20,"stuttgart-bad-cannstatt, germany", , 16
2015-06-20,"potsdam-zentrum,-germany", , 6
2015-06-20,munich, , 18
2015-06-21,"sternschanze,-hamburg, germany", 17, 14
2015-06-21,"hannover,-germany",, 10
2015-06-21,"dresden-bergstraße,-germany", , 12
2015-06-21,"potsdam-zentrum,-germany", , 7
2015-06-21,munich, , 13
2015-06-21,"berlin,-germany", , 15
2015-06-21,"stuttgart-bad-cannstatt, germany", , 9
2015-06-22,"dresden-bergstraße,-germany", , 12
2015-06-22,"potsdam-zentrum,-germany", , 12
2015-06-22,"stuttgart-bad-cannstatt, germany", , 9
2015-06-22,"hannover,-germany",, 13
2015-06-22,munich, , 12
2015-06-22,"sternschanze,-hamburg, germany", 40, 11
2015-06-22,"berlin,-germany", , 24
2015-06-23,"stuttgart-bad-cannstatt, germany", , 8
2015-06-23,"dresden-bergstraße,-germany", , 13
2015-06-23,"hannover,-germany",, 10
2015-06-23,"berlin,-germany", , 20
2015-06-23,"potsdam-zentrum,-germany", , 9
2015-06-23,munich, , 13
2015-06-23,"sternschanze,-hamburg, germany", 34, 12
2015-06-24,"potsdam-zentrum,-germany", , 11
2015-06-24,"hannover,-germany",, 10
2015-06-24,"stuttgart-bad-cannstatt, germany", , 9
2015-06-24,munich, , 12
2015-06-24,"berlin,-germany", , 25
2015-06-24,"sternschanze,-hamburg, germany", 21, 21
2015-06-24,"dresden-bergstraße,-germany", , 15
2015-06-25,"dresden-bergstraße,-germany", , 20
2015-06-25,"hannover,-germany",, 17
2015-06-25,"berlin,-germany", , 27
2015-06-25,"sternschanze,-hamburg, germany", 42, 26
2015-06-25,munich, , 16
2015-06-25,"stuttgart-bad-cannstatt, germany", , 15
2015-06-25,"potsdam-zentrum,-germany", , 16
2015-06-26,"sternschanze,-hamburg, germany", 49, 29
2015-06-26,"stuttgart-bad-cannstatt, germany", , 15
2015-06-26,"berlin,-germany", , 45
2015-06-26,munich, , 22
2015-06-26,"dresden-bergstraße,-germany", , 24
2015-06-26,"potsdam-zentrum,-germany", , 35
2015-06-26,"hannover,-germany",, 19
2015-06-27,munich, , 26
2015-06-27,"sternschanze,-hamburg, germany", 56, 18
2015-06-27,"dresden-bergstraße,-germany", , 16
2015-06-27,"hannover,-germany",, 18
2015-06-27,"berlin,-germany", , 42
2015-06-27,"stuttgart-bad-cannstatt, germany", , 19
2015-06-27,"potsdam-zentrum,-germany", , 23
2015-06-28,"berlin,-germany", , 20
2015-06-28,"sternschanze,-hamburg, germany", 32, 19
2015-06-28,"dresden-bergstraße,-germany", , 11
2015-06-28,"stuttgart-bad-cannstatt, germany", , 14
2015-06-28,"hannover,-germany",, 10
2015-06-28,"potsdam-zentrum,-germany", , 9
2015-06-28,munich, , 23
2015-06-29,"dresden-bergstraße,-germany", , 20
2015-06-29,munich, , 20
2015-06-29,"potsdam-zentrum,-germany", , 14
2015-06-29,"stuttgart-bad-cannstatt, germany", , 15
2015-06-29,"berlin,-germany", , 30
2015-06-29,"sternschanze,-hamburg, germany", 38, 20
2015-06-29,"hannover,-germany",, 11
2015-06-30,munich, , 24
2015-06-30,"sternschanze,-hamburg, germany", 37, 24
2015-06-30,"dresden-bergstraße,-germany", , 24
2015-06-30,"potsdam-zentrum,-germany", , 13
2015-06-30,"stuttgart-bad-cannstatt, germany", , 21
2015-06-30,"berlin,-germany", , 27
2015-06-30,"hannover,-germany",, 14
2015-07-01,"hannover,-germany",, 12
2015-07-01,"berlin,-germany", , 22
2015-07-01,"stuttgart-bad-cannstatt, germany", , 20
2015-07-01,munich, , 30
2015-07-01,"dresden-bergstraße,-germany", , 22
2015-07-01,"sternschanze,-hamburg, germany", 39, 26
2015-07-01,"potsdam-zentrum,-germany", , 14
2015-07-02,"berlin,-germany", , 28
2015-07-02,"potsdam-zentrum,-germany", , 18
2015-07-02,munich, , 30
2015-07-02,"stuttgart-bad-cannstatt, germany", , 21
2015-07-02,"sternschanze,-hamburg, germany", 52, 28
2015-07-02,"dresden-bergstraße,-germany", , 21
2015-07-02,"hannover,-germany",, 17
2015-07-03,"hannover,-germany",, 23
2015-07-03,"stuttgart-bad-cannstatt, germany", , 29
2015-07-03,"dresden-bergstraße,-germany", , 30
2015-07-03,"potsdam-zentrum,-germany", , 28
2015-07-03,munich, , 33
2015-07-03,"berlin,-germany", , 35
2015-07-03,"sternschanze,-hamburg, germany", 64, 39
2015-07-04,"potsdam-zentrum,-germany", , 31
2015-07-04,"sternschanze,-hamburg, germany", 86, 41
2015-07-04,"stuttgart-bad-cannstatt, germany", , 34
2015-07-04,"hannover,-germany",, 30
2015-07-04,munich, , 34
2015-07-04,"dresden-bergstraße,-germany", , 26
2015-07-04,"berlin,-germany", , 38
2015-07-05,"stuttgart-bad-cannstatt, germany", , 27
2015-07-05,"hannover,-germany",, 31
2015-07-05,munich, , 34
2015-07-05,"potsdam-zentrum,-germany", , 23
2015-07-05,"berlin,-germany", , 39
2015-07-05,"sternschanze,-hamburg, germany", 98, 34
2015-07-05,"dresden-bergstraße,-germany", , 24
2015-07-06,munich, , 33
2015-07-06,"potsdam-zentrum,-germany", , 14
2015-07-06,"berlin,-germany", , 33
2015-07-06,"stuttgart-bad-cannstatt, germany", , 21
2015-07-06,"sternschanze,-hamburg, germany", 59, 19
2015-07-06,"dresden-bergstraße,-germany", , 17
2015-07-06,"hannover,-germany",, 18
2015-07-07,munich, , 38
2015-07-07,"berlin,-germany", , 35
2015-07-07,"dresden-bergstraße,-germany", , 25
2015-07-07,"sternschanze,-hamburg, germany", 26, 20
2015-07-07,"hannover,-germany",, 14
2015-07-07,"potsdam-zentrum,-germany", , 21
2015-07-07,"stuttgart-bad-cannstatt, germany", , 18
2015-07-08,"sternschanze,-hamburg, germany", 51, 13
2015-07-08,"potsdam-zentrum,-germany", , 18
2015-07-08,"berlin,-germany", , 33
2015-07-08,"stuttgart-bad-cannstatt, germany", , 18
2015-07-08,munich, , 29
2015-07-08,"dresden-bergstraße,-germany", , 13
2015-07-08,"hannover,-germany",, 18
2015-07-09,"sternschanze,-hamburg, germany", 24, 11
2015-07-09,"potsdam-zentrum,-germany", , 8
2015-07-09,munich, , 19
2015-07-09,"hannover,-germany",, 11
2015-07-09,"stuttgart-bad-cannstatt, germany", , 10
2015-07-09,"dresden-bergstraße,-germany", , 14
2015-07-09,"berlin,-germany", , 21
2015-07-10,"hannover,-germany",, 10
2015-07-10,"berlin,-germany", , 25
2015-07-10,"sternschanze,-hamburg, germany", 13, 17
2015-07-10,"stuttgart-bad-cannstatt, germany", , 13
2015-07-10,"dresden-bergstraße,-germany", , 18
2015-07-10,"potsdam-zentrum,-germany", , 10
2015-07-10,munich, , 18
2015-07-11,"potsdam-zentrum,-germany", , 17
2015-07-11,"berlin,-germany", , 27
2015-07-11,"dresden-bergstraße,-germany", , 21
2015-07-11,"stuttgart-bad-cannstatt, germany", , 18
2015-07-11,munich, , 20
2015-07-11,"hannover,-germany",, 13
2015-07-11,"sternschanze,-hamburg, germany", 39, 27
2015-07-12,munich, , 27
2015-07-12,"hannover,-germany",, 19
2015-07-12,"sternschanze,-hamburg, germany", 72, 18
2015-07-12,"potsdam-zentrum,-germany", , 20
2015-07-12,"stuttgart-bad-cannstatt, germany", , 19
2015-07-12,"berlin,-germany", , 33
2015-07-12,"dresden-bergstraße,-germany", , 19
2015-07-13,"stuttgart-bad-cannstatt, germany", , 12
2015-07-13,"sternschanze,-hamburg, germany", 55, 16
2015-07-13,"berlin,-germany", , 25
2015-07-13,"potsdam-zentrum,-germany", , 19
2015-07-13,"hannover,-germany",, 16
2015-07-13,"dresden-bergstraße,-germany", , 14
2015-07-13,munich, , 19
2015-07-14,"berlin,-germany", , 25
2015-07-14,"hannover,-germany",, 11
2015-07-14,"sternschanze,-hamburg, germany", 86, 11
2015-07-14,munich, , 28
2015-07-14,"dresden-bergstraße,-germany", , 12
2015-07-14,"stuttgart-bad-cannstatt, germany", , 14
2015-07-14,"potsdam-zentrum,-germany", , 10
2015-07-15,"stuttgart-bad-cannstatt, germany", , 12
2015-07-15,"berlin,-germany", , 24
2015-07-15,"sternschanze,-hamburg, germany", 27, 10
2015-07-15,"hannover,-germany",, 10
2015-07-15,munich, , 26
2015-07-15,"dresden-bergstraße,-germany", , 16
2015-07-15,"potsdam-zentrum,-germany", , 9
2015-07-16,"potsdam-zentrum,-germany", , 14
2015-07-16,munich, , 23
2015-07-16,"hannover,-germany",, 16
2015-07-16,"sternschanze,-hamburg, germany", 27, 14
2015-07-16,"berlin,-germany", , 29
2015-07-16,"dresden-bergstraße,-germany", , 20
2015-07-16,"stuttgart-bad-cannstatt, germany", , 17
2015-07-17,"hannover,-germany",, 13
2015-07-17,"sternschanze,-hamburg, germany", 33, 24
2015-07-17,"potsdam-zentrum,-germany", , 25
2015-07-17,"dresden-bergstraße,-germany", , 24
2015-07-17,munich, , 28
2015-07-17,"berlin,-germany", , 32
2015-07-17,"stuttgart-bad-cannstatt, germany", , 23
2015-07-18,"potsdam-zentrum,-germany", , 17
2015-07-18,"hannover,-germany",, 19
2015-07-18,"stuttgart-bad-cannstatt, germany", , 17
2015-07-18,"dresden-bergstraße,-germany", , 22
2015-07-18,munich, , 25
2015-07-18,"berlin,-germany", , 35
2015-07-18,"sternschanze,-hamburg, germany", 58, 16
2015-07-19,"stuttgart-bad-cannstatt, germany", , 17
2015-07-19,"berlin,-germany", , 21
2015-07-19,"sternschanze,-hamburg, germany", 39, 11
2015-07-19,"dresden-bergstraße,-germany", , 15
2015-07-19,"hannover,-germany",, 14
2015-07-19,"potsdam-zentrum,-germany", , 13
2015-07-19,munich, , 27
2015-07-20,"potsdam-zentrum,-germany", , 12
2015-07-20,"berlin,-germany", , 21
2015-07-20,munich, , 21
2015-07-20,"dresden-bergstraße,-germany", , 16
2015-07-20,"sternschanze,-hamburg, germany", 21, 13
2015-07-20,"stuttgart-bad-cannstatt, germany", , 14
2015-07-20,"hannover,-germany",, 10
2015-07-21,"berlin,-germany", , 25
2015-07-21,"dresden-bergstraße,-germany", , 14
2015-07-21,"potsdam-zentrum,-germany", , 14
2015-07-21,"stuttgart-bad-cannstatt, germany", , 11
2015-07-21,"hannover,-germany",, 12
2015-07-21,munich, , 24
2015-07-21,"sternschanze,-hamburg, germany", 34, 18
2015-07-22,"stuttgart-bad-cannstatt, germany", , 17
2015-07-22,"dresden-bergstraße,-germany", , 22
2015-07-22,"hannover,-germany",, 11
2015-07-22,"sternschanze,-hamburg, germany", 42, 19
2015-07-22,munich, , 27
2015-07-22,"potsdam-zentrum,-germany", , 16
2015-07-22,"berlin,-germany", , 29
2015-07-23,"berlin,-germany", , 27
2015-07-23,munich, , 25
2015-07-23,"hannover,-germany",, 13
2015-07-23,"sternschanze,-hamburg, germany", 41, 18
2015-07-23,"potsdam-zentrum,-germany", , 12
2015-07-23,"dresden-bergstraße,-germany", , 18
2015-07-23,"stuttgart-bad-cannstatt, germany", , 15
2015-07-24,"berlin,-germany", , 24
2015-07-24,munich, , 21
2015-07-24,"dresden-bergstraße,-germany", , 20
2015-07-24,"stuttgart-bad-cannstatt, germany", , 17
2015-07-24,"potsdam-zentrum,-germany", , 15
2015-07-24,"hannover,-germany",, 11
2015-07-24,"sternschanze,-hamburg, germany", 40, 19
2015-07-25,munich, , 18
2015-07-25,"potsdam-zentrum,-germany", , 19
2015-07-25,"stuttgart-bad-cannstatt, germany", , 11
2015-07-25,"sternschanze,-hamburg, germany", 47, 11
2015-07-25,"dresden-bergstraße,-germany", , 15
2015-07-25,"hannover,-germany",, 15
2015-07-25,"berlin,-germany", , 26
2015-07-26,"potsdam-zentrum,-germany", , 9
2015-07-26,"dresden-bergstraße,-germany", , 12
2015-07-26,"stuttgart-bad-cannstatt, germany", , 9
2015-07-26,"hannover,-germany",, 10
2015-07-26,"sternschanze,-hamburg, germany", 32, 11
2015-07-26,munich, , 11
2015-07-26,"berlin,-germany", , 15
2015-07-27,"stuttgart-bad-cannstatt, germany", , 7
2015-07-27,"sternschanze,-hamburg, germany", 29, 11
2015-07-27,"dresden-bergstraße,-germany", , 17
2015-07-27,munich, , 14
2015-07-27,"potsdam-zentrum,-germany", , 13
2015-07-27,"berlin,-germany", , 22
2015-07-27,"hannover,-germany",, 9
2015-07-28,"dresden-bergstraße,-germany", , 12
2015-07-28,munich, , 15
2015-07-28,"potsdam-zentrum,-germany", , 12
2015-07-28,"sternschanze,-hamburg, germany", 31, 10
2015-07-28,"hannover,-germany",, 10
2015-07-28,"stuttgart-bad-cannstatt, germany", , 9
2015-07-28,"berlin,-germany", , 18
2015-07-29,"potsdam-zentrum,-germany", , 12
2015-07-29,"sternschanze,-hamburg, germany", 20, 9
2015-07-29,munich, , 19
2015-07-29,"berlin,-germany", , 22
2015-07-29,"dresden-bergstraße,-germany", , 15
2015-07-29,"stuttgart-bad-cannstatt, germany", , 10
2015-07-29,"hannover,-germany",, 10
2015-07-30,munich, , 17
2015-07-30,"hannover,-germany",, 9
2015-07-30,"sternschanze,-hamburg, germany", 18, 10
2015-07-30,"stuttgart-bad-cannstatt, germany", , 10
2015-07-30,"potsdam-zentrum,-germany", , 12
2015-07-30,"berlin,-germany", , 20
2015-07-30,"dresden-bergstraße,-germany", , 24
2015-07-31,munich, , 17
2015-07-31,"sternschanze,-hamburg, germany", 13, 12
2015-07-31,"berlin,-germany", , 22
2015-07-31,"hannover,-germany",, 10
2015-07-31,"potsdam-zentrum,-germany", , 10
2015-07-31,"stuttgart-bad-cannstatt, germany", , 9
2015-07-31,"dresden-bergstraße,-germany", , 28
2015-08-01,"berlin,-germany", , 29
2015-08-01,"dresden-bergstraße,-germany", , 24
2015-08-01,"potsdam-zentrum,-germany", , 15
2015-08-01,"stuttgart-bad-cannstatt, germany", , 17
2015-08-01,"hannover,-germany",, 12
2015-08-01,"sternschanze,-hamburg, germany", 23, 18
2015-08-01,munich, , 20
2015-08-02,"stuttgart-bad-cannstatt, germany", , 20
2015-08-02,"potsdam-zentrum,-germany", , 20
2015-08-02,"berlin,-germany", , 33
2015-08-02,"sternschanze,-hamburg, germany", 46, 19
2015-08-02,"hannover,-germany",, 17
2015-08-02,munich, , 25
2015-08-02,"dresden-bergstraße,-germany", , 25
2015-08-03,"hannover,-germany",, 14
2015-08-03,"sternschanze,-hamburg, germany", 45, 34
2015-08-03,munich, , 17
2015-08-03,"berlin,-germany", , 41
2015-08-03,"dresden-bergstraße,-germany", , 25
2015-08-03,"stuttgart-bad-cannstatt, germany", , 19
2015-08-03,"potsdam-zentrum,-germany", , 27
2015-08-04,"sternschanze,-hamburg, germany", 78, 25
2015-08-04,"dresden-bergstraße,-germany", , 28
2015-08-04,"stuttgart-bad-cannstatt, germany", , 19
2015-08-04,"berlin,-germany", , 49
2015-08-04,"potsdam-zentrum,-germany", , 35
2015-08-04,"hannover,-germany",, 22
2015-08-04,munich, , 21
2015-08-05,"sternschanze,-hamburg, germany", 60, 24
2015-08-05,"dresden-bergstraße,-germany", , 19
2015-08-05,munich, , 22
2015-08-05,"hannover,-germany",, 20
2015-08-05,"berlin,-germany", , 30
2015-08-05,"potsdam-zentrum,-germany", , 15
2015-08-05,"stuttgart-bad-cannstatt, germany", , 10
2015-08-06,"berlin,-germany", , 38
2015-08-06,"sternschanze,-hamburg, germany", 48, 30
2015-08-06,munich, , 22
2015-08-06,"hannover,-germany",, 14
2015-08-06,"dresden-bergstraße,-germany", , 26
2015-08-06,"potsdam-zentrum,-germany", , 21
2015-08-06,"stuttgart-bad-cannstatt, germany", , 22
2015-08-07,"hannover,-germany",, 20
2015-08-07,"dresden-bergstraße,-germany", , 27
2015-08-07,munich, , 31
2015-08-07,"sternschanze,-hamburg, germany", 70, 19
2015-08-07,"berlin,-germany", , 48
2015-08-07,"potsdam-zentrum,-germany", , 33
2015-08-07,"stuttgart-bad-cannstatt, germany", , 24
2015-08-08,"dresden-bergstraße,-germany", , 28
2015-08-08,"potsdam-zentrum,-germany", , 18
2015-08-08,"hannover,-germany",, 18
2015-08-08,munich, , 29
2015-08-08,"sternschanze,-hamburg, germany", 47, 14
2015-08-08,"stuttgart-bad-cannstatt, germany", , 25
2015-08-08,"berlin,-germany", , 40
2015-08-09,munich, , 22
2015-08-09,"stuttgart-bad-cannstatt, germany", , 20
2015-08-09,"hannover,-germany",, 12
2015-08-09,"potsdam-zentrum,-germany", , 11
2015-08-09,"sternschanze,-hamburg, germany", 26, 14
2015-08-09,"dresden-bergstraße,-germany", , 17
2015-08-10,"stuttgart-bad-cannstatt, germany", , 25
2015-08-10,"hannover,-germany",, 10
2015-08-10,"dresden-bergstraße,-germany", , 30
2015-08-10,munich, , 21
2015-08-10,"sternschanze,-hamburg, germany", 31, 16
2015-08-10,"berlin,-germany", , 
2015-08-10,"potsdam-zentrum,-germany", , 23
2015-08-11,"dresden-bergstraße,-germany", , 39
2015-08-11,"hannover,-germany",, 21
2015-08-11,"potsdam-zentrum,-germany", , 31
2015-08-11,"berlin,-germany", , 41
2015-08-11,"sternschanze,-hamburg, germany", 50, 22
2015-08-11,"stuttgart-bad-cannstatt, germany", , 25
2015-08-11,munich, , 35
2015-08-12,munich, , 31
2015-08-12,"potsdam-zentrum,-germany", , 21
2015-08-12,"hannover,-germany",, 32
2015-08-12,"dresden-bergstraße,-germany", , 25
2015-08-12,"sternschanze,-hamburg, germany", 67, 17
2015-08-12,"berlin,-germany", , 29
2015-08-12,"stuttgart-bad-cannstatt, germany", , 23
2015-08-13,munich, , 33
2015-08-13,"stuttgart-bad-cannstatt, germany", , 27
2015-08-13,"sternschanze,-hamburg, germany", 28, 20
2015-08-13,"hannover,-germany",, 16
2015-08-13,"berlin,-germany", , 23
2015-08-13,"potsdam-zentrum,-germany", , 22
2015-08-13,"dresden-bergstraße,-germany", , 27
2015-08-14,"stuttgart-bad-cannstatt, germany", , 23
2015-08-14,"dresden-bergstraße,-germany", , 34
2015-08-14,"hannover,-germany",, 16
2015-08-14,"berlin,-germany", , 35
2015-08-14,"sternschanze,-hamburg, germany", 38, 27
2015-08-14,munich, , 31
2015-08-14,"potsdam-zentrum,-germany", , 36
2015-08-15,"sternschanze,-hamburg, germany", 63, 20
2015-08-15,"stuttgart-bad-cannstatt, germany", , 10
2015-08-15,"hannover,-germany",, 32
2015-08-15,"potsdam-zentrum,-germany", , 28
2015-08-15,"berlin,-germany", , 39
2015-08-15,"dresden-bergstraße,-germany", , 19
2015-08-15,munich, , 22
2015-08-16,"dresden-bergstraße,-germany", , 20
2015-08-16,"hannover,-germany",, 19
2015-08-16,"sternschanze,-hamburg, germany", 58, 23
2015-08-16,munich, , 10
2015-08-16,"berlin,-germany", , 37
2015-08-16,"stuttgart-bad-cannstatt, germany", , 3
2015-08-16,"potsdam-zentrum,-germany", , 24
2015-08-17,"berlin,-germany", , 34
2015-08-17,munich, , 12
2015-08-17,"potsdam-zentrum,-germany", , 29
2015-08-17,"hannover,-germany",, 18
2015-08-17,"dresden-bergstraße,-germany", , 13
2015-08-17,"stuttgart-bad-cannstatt, germany", , 6
2015-08-17,"sternschanze,-hamburg, germany", 53, 20
2015-08-18,"dresden-bergstraße,-germany", , 8
2015-08-18,"stuttgart-bad-cannstatt, germany", , 10
2015-08-18,"potsdam-zentrum,-germany", , 8
2015-08-18,"hannover,-germany",, 7
2015-08-18,munich, , 18
2015-08-18,"berlin,-germany", , 34
2015-08-18,"sternschanze,-hamburg, germany", 43, 14
2015-08-19,"stuttgart-bad-cannstatt, germany", , 12
2015-08-19,"dresden-bergstraße,-germany", , 12
2015-08-19,"berlin,-germany", , 33
2015-08-19,munich, , 16
2015-08-19,"potsdam-zentrum,-germany", , 16
2015-08-19,"hannover,-germany",, 13
2015-08-19,"sternschanze,-hamburg, germany", 45, 21
2015-08-20,"berlin,-germany", , 32
2015-08-20,"potsdam-zentrum,-germany", , 25
2015-08-20,"stuttgart-bad-cannstatt, germany", , 17
2015-08-20,"dresden-bergstraße,-germany", , 24
2015-08-20,munich, , 25
2015-08-20,"sternschanze,-hamburg, germany", 47, 29
2015-08-20,"hannover,-germany",, 18
2015-08-21,"potsdam-zentrum,-germany", , 28
2015-08-21,"berlin,-germany", , 41
2015-08-21,"hannover,-germany",, 22
2015-08-21,"dresden-bergstraße,-germany", , 30
2015-08-21,munich, , 23
2015-08-21,"sternschanze,-hamburg, germany", 58, 33
2015-08-21,"stuttgart-bad-cannstatt, germany", , 15
2015-08-22,"berlin,-germany", , 39
2015-08-22,"dresden-bergstraße,-germany", , 31
2015-08-22,"stuttgart-bad-cannstatt, germany", , 19
2015-08-22,"potsdam-zentrum,-germany", , 32
2015-08-22,"sternschanze,-hamburg, germany", 66, 29
2015-08-22,"hannover,-germany",, 17
2015-08-22,munich, , 18
2015-08-23,"stuttgart-bad-cannstatt, germany", , 20
2015-08-23,"hannover,-germany",, 23
2015-08-23,"sternschanze,-hamburg, germany", 62, 24
2015-08-23,"potsdam-zentrum,-germany", , 25
2015-08-23,munich, , 20
2015-08-23,"berlin,-germany", , 32
2015-08-23,"dresden-bergstraße,-germany", , 21
2015-08-24,"berlin,-germany", , 32
2015-08-24,munich, , 28
2015-08-24,"sternschanze,-hamburg, germany", 60, 16
2015-08-24,"hannover,-germany",, 20
2015-08-24,"stuttgart-bad-cannstatt, germany", , 10
2015-08-24,"potsdam-zentrum,-germany", , 20
2015-08-24,"dresden-bergstraße,-germany", , 24
2015-08-25,"hannover,-germany",, 10
2015-08-25,"dresden-bergstraße,-germany", , 10
2015-08-25,"berlin,-germany", , 22
2015-08-25,munich, , 14
2015-08-25,"sternschanze,-hamburg, germany", 43, 14
2015-08-25,"potsdam-zentrum,-germany", , 7
2015-08-25,"stuttgart-bad-cannstatt, germany", , 6
2015-08-26,"sternschanze,-hamburg, germany", 32, 13
2015-08-26,"dresden-bergstraße,-germany", , 16
2015-08-26,munich, , 13
2015-08-26,"berlin,-germany", , 21
2015-08-26,"potsdam-zentrum,-germany", , 15
2015-08-26,"stuttgart-bad-cannstatt, germany", , 10
2015-08-26,"hannover,-germany",, 8
2015-08-27,"berlin,-germany", , 28
2015-08-27,"sternschanze,-hamburg, germany", 34, 16
2015-08-27,"potsdam-zentrum,-germany", , 13
2015-08-27,munich, , 17
2015-08-27,"dresden-bergstraße,-germany", , 19
2015-08-27,"stuttgart-bad-cannstatt, germany", , 14
2015-08-27,"hannover,-germany",, 9
