date,city,pm25,pm10
2022-10-26,"hannover,-germany",, 13
2022-10-26,"dresden-bergstraße,-germany", 34, 20
2022-10-27,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 47, 30
2022-10-27,"hannover,-germany",, 14
2022-10-27,"stuttgart-bad-cannstatt, germany", 47, 27
2022-10-27,"dresden-bergstraße,-germany", 49, 21
2022-10-27,munich, , 22
2022-10-27,"potsdam-zentrum,-germany", 54, 17
2022-10-27,"frankfurt-schwanheim,-germany", 31, 22
2022-10-27,"berlin,-germany", 61, 28
2022-10-27,"sternschanze,-hamburg, germany", 50, 19
2022-10-28,"frankfurt-schwanheim,-germany", 43, 26
2022-10-28,"potsdam-zentrum,-germany", 51, 25
2022-10-28,munich, , 28
2022-10-28,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 53, 19
2022-10-28,"hannover,-germany",, 22
2022-10-28,"stuttgart-bad-cannstatt, germany", 54, 31
2022-10-28,"sternschanze,-hamburg, germany", 43, 29
2022-10-28,"berlin,-germany", 61, 34
2022-10-28,"dresden-bergstraße,-germany", 52, 26
2022-10-29,"stuttgart-bad-cannstatt, germany", 58, 30
2022-10-29,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 50, 36
2022-10-29,"berlin,-germany", 72, 46
2022-10-29,"sternschanze,-hamburg, germany", 56, 29
2022-10-29,munich, , 29
2022-10-29,"hannover,-germany",, 27
2022-10-29,"dresden-bergstraße,-germany", 64, 28
2022-10-29,"potsdam-zentrum,-germany", 66, 33
2022-10-29,"frankfurt-schwanheim,-germany", 50, 27
2022-10-30,"potsdam-zentrum,-germany", 82, 34
2022-10-30,"stuttgart-bad-cannstatt, germany", 61, 25
2022-10-30,"sternschanze,-hamburg, germany", 57, 34
2022-10-30,"frankfurt-schwanheim,-germany", 58, 25
2022-10-30,"berlin,-germany", 96, 48
2022-10-30,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 79, 20
2022-10-30,"hannover,-germany",, 25
2022-10-30,"dresden-bergstraße,-germany", 68, 26
2022-10-30,munich, , 32
2022-10-31,"stuttgart-bad-cannstatt, germany", 58, 24
2022-10-31,"potsdam-zentrum,-germany", 90, 27
2022-10-31,"hannover,-germany",, 30
2022-10-31,"berlin,-germany", 103, 37
2022-10-31,"sternschanze,-hamburg, germany", 63, 21
2022-10-31,"frankfurt-schwanheim,-germany", 54, 13
2022-10-31,munich, , 34
2022-10-31,"dresden-bergstraße,-germany", 62, 25
2022-10-31,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 59, 23
2022-11-01,"potsdam-zentrum,-germany", 78, 12
2022-11-01,"sternschanze,-hamburg, germany", 61, 10
2022-11-01,"frankfurt-schwanheim,-germany", 32, 9
2022-11-01,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 54, 10
2022-11-01,"dresden-bergstraße,-germany", 60, 15
2022-11-01,"hannover,-germany",, 13
2022-11-01,"stuttgart-bad-cannstatt, germany", 58, 13
2022-11-01,"berlin,-germany", 83, 21
2022-11-01,munich, , 20
2022-11-02,"potsdam-zentrum,-germany", 42, 11
2022-11-02,"frankfurt-schwanheim,-germany", 19, 12
2022-11-02,"hannover,-germany",, 9
2022-11-02,munich, , 17
2022-11-02,"sternschanze,-hamburg, germany", 25, 10
2022-11-02,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 24, 12
2022-11-02,"stuttgart-bad-cannstatt, germany", 34, 18
2022-11-02,"berlin,-germany", 48, 23
2022-11-02,"dresden-bergstraße,-germany", 33, 13
2022-11-03,"hannover,-germany",, 10
2022-11-03,"frankfurt-schwanheim,-germany", 30, 7
2022-11-03,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 28, 9
2022-11-03,"dresden-bergstraße,-germany", 28, 14
2022-11-03,"berlin,-germany", 52, 22
2022-11-03,munich, , 21
2022-11-03,"potsdam-zentrum,-germany", 39, 16
2022-11-03,"sternschanze,-hamburg, germany", 27, 9
2022-11-03,"stuttgart-bad-cannstatt, germany", 46, 14
2022-11-04,"sternschanze,-hamburg, germany", 33, 12
2022-11-04,"frankfurt-schwanheim,-germany", 14, 10
2022-11-04,"hannover,-germany",, 9
2022-11-04,"potsdam-zentrum,-germany", 57, 12
2022-11-04,"stuttgart-bad-cannstatt, germany", 35, 8
2022-11-04,"dresden-bergstraße,-germany", 30, 15
2022-11-04,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 26, 11
2022-11-04,"berlin,-germany", 64, 21
2022-11-04,munich, , 10
2022-11-05,"frankfurt-schwanheim,-germany", 28, 10
2022-11-05,"hannover,-germany",, 10
2022-11-05,"sternschanze,-hamburg, germany", 41, 9
2022-11-05,munich, , 13
2022-11-05,"dresden-bergstraße,-germany", 39, 11
2022-11-05,"berlin,-germany", 57, 18
2022-11-05,"stuttgart-bad-cannstatt, germany", 25, 12
2022-11-05,"potsdam-zentrum,-germany", 43, 11
2022-11-05,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 30, 9
2022-11-06,"berlin,-germany", 55, 17
2022-11-06,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 30, 10
2022-11-06,"potsdam-zentrum,-germany", 45, 9
2022-11-06,"frankfurt-schwanheim,-germany", 34, 7
2022-11-06,munich, , 10
2022-11-06,"stuttgart-bad-cannstatt, germany", 47, 9
2022-11-06,"hannover,-germany",, 7
2022-11-06,"dresden-bergstraße,-germany", 26, 13
2022-11-06,"sternschanze,-hamburg, germany", 29, 8
2022-11-07,"frankfurt-schwanheim,-germany", 17, 9
2022-11-07,"potsdam-zentrum,-germany", 33, 8
2022-11-07,"berlin,-germany", 47, 17
2022-11-07,"dresden-bergstraße,-germany", 31, 13
2022-11-07,"stuttgart-bad-cannstatt, germany", 26, 17
2022-11-07,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 30, 10
2022-11-07,"hannover,-germany",, 7
2022-11-07,munich, , 15
2022-11-07,"sternschanze,-hamburg, germany", 27, 10
2022-11-08,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 25, 9
2022-11-08,"hannover,-germany",, 7
2022-11-08,"sternschanze,-hamburg, germany", 23, 10
2022-11-08,"frankfurt-schwanheim,-germany", 22, 7
2022-11-08,"potsdam-zentrum,-germany", 24, 7
2022-11-08,"stuttgart-bad-cannstatt, germany", 44, 17
2022-11-08,"dresden-bergstraße,-germany", 30, 23
2022-11-08,"berlin,-germany", 43, 15
2022-11-08,munich, , 23
2022-11-09,"berlin,-germany", 43, 18
2022-11-09,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 22, 13
2022-11-09,"dresden-bergstraße,-germany", 52, 11
2022-11-09,"sternschanze,-hamburg, germany", 33, 16
2022-11-09,"frankfurt-schwanheim,-germany", 18, 9
2022-11-09,"hannover,-germany",, 7
2022-11-09,munich, , 20
2022-11-09,"stuttgart-bad-cannstatt, germany", 45, 10
2022-11-09,"potsdam-zentrum,-germany", 24, 9
2022-11-10,munich, , 17
2022-11-10,"dresden-bergstraße,-germany", 24, 18
2022-11-10,"sternschanze,-hamburg, germany", 40, 16
2022-11-10,"hannover,-germany",, 13
2022-11-10,"stuttgart-bad-cannstatt, germany", 27, 17
2022-11-10,"berlin,-germany", 46, 20
2022-11-10,"frankfurt-schwanheim,-germany", 21, 12
2022-11-10,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 35, 17
2022-11-10,"potsdam-zentrum,-germany", 30, 11
2022-11-11,"berlin,-germany", 53, 29
2022-11-11,"dresden-bergstraße,-germany", 45, 22
2022-11-11,"stuttgart-bad-cannstatt, germany", 46, 18
2022-11-11,"frankfurt-schwanheim,-germany", 44, 13
2022-11-11,munich, , 26
2022-11-11,"sternschanze,-hamburg, germany", 42, 19
2022-11-11,"potsdam-zentrum,-germany", 37, 20
2022-11-11,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 49, 26
2022-11-11,"hannover,-germany",, 8
2022-11-12,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 74, 16
2022-11-12,"potsdam-zentrum,-germany", 67, 20
2022-11-12,munich, , 27
2022-11-12,"sternschanze,-hamburg, germany", 55, 19
2022-11-12,"frankfurt-schwanheim,-germany", 46, 9
2022-11-12,"dresden-bergstraße,-germany", 48, 17
2022-11-12,"berlin,-germany", 71, 25
2022-11-12,"hannover,-germany",, 13
2022-11-12,"stuttgart-bad-cannstatt, germany", 53, 18
2022-11-13,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 57, 34
2022-11-13,"sternschanze,-hamburg, germany", 52, 20
2022-11-13,"frankfurt-schwanheim,-germany", 34, 12
2022-11-13,"dresden-bergstraße,-germany", 41, 21
2022-11-13,"berlin,-germany", 72, 38
2022-11-13,"potsdam-zentrum,-germany", 68, 28
2022-11-13,"stuttgart-bad-cannstatt, germany", 61, 19
2022-11-13,munich, , 17
2022-11-13,"hannover,-germany",, 24
2022-11-14,"dresden-bergstraße,-germany", 53, 23
2022-11-14,"berlin,-germany", 92, 38
2022-11-14,"sternschanze,-hamburg, germany", 61, 20
2022-11-14,"potsdam-zentrum,-germany", 86, 23
2022-11-14,"hannover,-germany",, 22
2022-11-14,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 84, 28
2022-11-14,"frankfurt-schwanheim,-germany", 44, 10
2022-11-14,munich, , 19
2022-11-14,"stuttgart-bad-cannstatt, germany", 61, 18
2022-11-15,"dresden-bergstraße,-germany", 59, 10
2022-11-15,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 72, 18
2022-11-15,"hannover,-germany",, 9
2022-11-15,munich, , 21
2022-11-15,"stuttgart-bad-cannstatt, germany", 52, 17
2022-11-15,"frankfurt-schwanheim,-germany", 29, 10
2022-11-15,"berlin,-germany", 88, 28
2022-11-15,"potsdam-zentrum,-germany", 74, 23
2022-11-15,"sternschanze,-hamburg, germany", 62, 20
2022-11-16,"potsdam-zentrum,-germany", 73, 14
2022-11-16,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 53, 18
2022-11-16,"hannover,-germany",, 16
2022-11-16,"stuttgart-bad-cannstatt, germany", 45, 13
2022-11-16,"sternschanze,-hamburg, germany", 61, 12
2022-11-16,"berlin,-germany", 74, 21
2022-11-16,"dresden-bergstraße,-germany", 18, 5
2022-11-16,munich, , 20
2022-11-16,"frankfurt-schwanheim,-germany", 25, 6
2022-11-17,"potsdam-zentrum,-germany", 55, 19
2022-11-17,"dresden-bergstraße,-germany", 22, 15
2022-11-17,"sternschanze,-hamburg, germany", 41, 8
2022-11-17,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 44, 14
2022-11-17,"frankfurt-schwanheim,-germany", 13, 10
2022-11-17,"hannover,-germany",, 5
2022-11-17,munich, , 14
2022-11-17,"berlin,-germany", 62, 26
2022-11-17,"stuttgart-bad-cannstatt, germany", 33, 6
2022-11-18,"dresden-bergstraße,-germany", 37, 22
2022-11-18,"sternschanze,-hamburg, germany", 35, 7
2022-11-18,"potsdam-zentrum,-germany", 67, 15
2022-11-18,"hannover,-germany",, 11
2022-11-18,"berlin,-germany", 71, 20
2022-11-18,"frankfurt-schwanheim,-germany", 23, 10
2022-11-18,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 37, 6
2022-11-18,munich, , 9
2022-11-18,"stuttgart-bad-cannstatt, germany", 15, 4
2022-11-19,"sternschanze,-hamburg, germany", 25, 7
2022-11-19,"stuttgart-bad-cannstatt, germany", 13, 6
2022-11-19,"potsdam-zentrum,-germany", 58, 13
2022-11-19,"frankfurt-schwanheim,-germany", 38, 14
2022-11-19,munich, , 11
2022-11-19,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 19, 8
2022-11-19,"dresden-bergstraße,-germany", 55, 20
2022-11-19,"hannover,-germany",, 10
2022-11-19,"berlin,-germany", 60, 21
2022-11-20,"sternschanze,-hamburg, germany", 28, 14
2022-11-20,"potsdam-zentrum,-germany", 54, 18
2022-11-20,"stuttgart-bad-cannstatt, germany", 22, 4
2022-11-20,"dresden-bergstraße,-germany", 48, 22
2022-11-20,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 27, 14
2022-11-20,"frankfurt-schwanheim,-germany", 51, 5
2022-11-20,"berlin,-germany", 65, 26
2022-11-20,munich, , 10
2022-11-20,"hannover,-germany",, 14
2022-11-21,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 54, 22
2022-11-21,"potsdam-zentrum,-germany", 64, 20
2022-11-21,munich, , 9
2022-11-21,"stuttgart-bad-cannstatt, germany", 12, 11
2022-11-21,"dresden-bergstraße,-germany", 53, 16
2022-11-21,"berlin,-germany", 75, 27
2022-11-21,"hannover,-germany",, 15
2022-11-21,"frankfurt-schwanheim,-germany", 13, 6
2022-11-21,"sternschanze,-hamburg, germany", 52, 18
2022-11-22,"frankfurt-schwanheim,-germany", 16, 6
2022-11-22,"potsdam-zentrum,-germany", 70, 20
2022-11-22,"hannover,-germany",, 12
2022-11-22,"dresden-bergstraße,-germany", 40, 24
2022-11-22,"berlin,-germany", 77, 31
2022-11-22,munich, , 15
2022-11-22,"stuttgart-bad-cannstatt, germany", 26, 11
2022-11-22,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 69, 19
2022-11-22,"sternschanze,-hamburg, germany", 57, 16
2022-11-23,"sternschanze,-hamburg, germany", 53, 12
2022-11-23,munich, , 14
2022-11-23,"dresden-bergstraße,-germany", 61, 26
2022-11-23,"potsdam-zentrum,-germany", 66, 28
2022-11-23,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 61, 18
2022-11-23,"stuttgart-bad-cannstatt, germany", 22, 11
2022-11-23,"frankfurt-schwanheim,-germany", 17, 8
2022-11-23,"hannover,-germany",, 8
2022-11-23,"berlin,-germany", 84, 43
2022-11-24,"stuttgart-bad-cannstatt, germany", 24, 20
2022-11-24,"sternschanze,-hamburg, germany", 33, 20
2022-11-24,munich, , 14
2022-11-24,"frankfurt-schwanheim,-germany", 21, 10
2022-11-24,"potsdam-zentrum,-germany", 80, 18
2022-11-24,"hannover,-germany",, 11
2022-11-24,"berlin,-germany", 101, 38
2022-11-24,"dresden-bergstraße,-germany", 64, 19
2022-11-24,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 54, 17
2022-11-25,"sternschanze,-hamburg, germany", 48, 20
2022-11-25,"berlin,-germany", 91, 28
2022-11-25,"stuttgart-bad-cannstatt, germany", 51, 16
2022-11-25,munich, , 17
2022-11-25,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 55, 14
2022-11-25,"hannover,-germany",, 13
2022-11-25,"frankfurt-schwanheim,-germany", 31, 9
2022-11-25,"dresden-bergstraße,-germany", 45, 19
2022-11-25,"potsdam-zentrum,-germany", 62, 22
2022-11-26,"stuttgart-bad-cannstatt, germany", 48, 18
2022-11-26,"sternschanze,-hamburg, germany", 47, 19
2022-11-26,"potsdam-zentrum,-germany", 66, 16
2022-11-26,"frankfurt-schwanheim,-germany", 28, 10
2022-11-26,munich, , 20
2022-11-26,"dresden-bergstraße,-germany", 46, 15
2022-11-26,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 50, 20
2022-11-26,"berlin,-germany", 69, 28
2022-11-26,"hannover,-germany",, 16
2022-11-27,"sternschanze,-hamburg, germany", 48, 10
2022-11-27,"stuttgart-bad-cannstatt, germany", 58, 18
2022-11-27,"berlin,-germany", 69, 30
2022-11-27,munich, , 13
2022-11-27,"hannover,-germany",, 8
2022-11-27,"potsdam-zentrum,-germany", 57, 21
2022-11-27,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 62, 17
2022-11-27,"dresden-bergstraße,-germany", 37, 18
2022-11-27,"frankfurt-schwanheim,-germany", 35, 12
2022-11-28,"frankfurt-schwanheim,-germany", 43, 18
2022-11-28,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 55, 39
2022-11-28,"dresden-bergstraße,-germany", 45, 25
2022-11-28,munich, , 22
2022-11-28,"potsdam-zentrum,-germany", 70, 30
2022-11-28,"stuttgart-bad-cannstatt, germany", 56, 20
2022-11-28,"sternschanze,-hamburg, germany", 39, 25
2022-11-28,"hannover,-germany",, 10
2022-11-28,"berlin,-germany", 77, 39
2022-11-29,"potsdam-zentrum,-germany", 91, 36
2022-11-29,"hannover,-germany",, 26
2022-11-29,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 110, 48
2022-11-29,"berlin,-germany", 96, 47
2022-11-29,"sternschanze,-hamburg, germany", 71, 40
2022-11-29,"dresden-bergstraße,-germany", 54, 29
2022-11-29,"frankfurt-schwanheim,-germany", 58, 17
2022-11-29,munich, , 18
2022-11-29,"stuttgart-bad-cannstatt, germany", 60, 17
2022-11-30,"hannover,-germany",, 25
2022-11-30,munich, , 21
2022-11-30,"frankfurt-schwanheim,-germany", 53, 17
2022-11-30,"berlin,-germany", 114, 41
2022-11-30,"sternschanze,-hamburg, germany", 101, 37
2022-11-30,"dresden-bergstraße,-germany", 70, 38
2022-11-30,"stuttgart-bad-cannstatt, germany", 58, 18
2022-11-30,"potsdam-zentrum,-germany", 106, 35
2022-11-30,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 137, 41
2022-12-01,"dresden-bergstraße,-germany", 87, 27
2022-12-01,"stuttgart-bad-cannstatt, germany", 60, 21
2022-12-01,"potsdam-zentrum,-germany", 103, 25
2022-12-01,"berlin,-germany", 104, 32
2022-12-01,"sternschanze,-hamburg, germany", 97, 28
2022-12-01,munich, , 27
2022-12-01,"hannover,-germany",, 32
2022-12-01,"frankfurt-schwanheim,-germany", 59, 14
2022-12-01,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 116, 25
2022-12-02,"berlin,-germany", 84, 41
2022-12-02,"potsdam-zentrum,-germany", 80, 34
2022-12-02,"sternschanze,-hamburg, germany", 76, 15
2022-12-02,"frankfurt-schwanheim,-germany", 50, 14
2022-12-02,"hannover,-germany",, 23
2022-12-02,"stuttgart-bad-cannstatt, germany", 63, 14
2022-12-02,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 74, 16
2022-12-02,munich, , 29
2022-12-02,"dresden-bergstraße,-germany", 65, 25
2022-12-03,"berlin,-germany", 102, 44
2022-12-03,"hannover,-germany",, 27
2022-12-03,"potsdam-zentrum,-germany", 99, 39
2022-12-03,munich, , 16
2022-12-03,"stuttgart-bad-cannstatt, germany", 54, 16
2022-12-03,"frankfurt-schwanheim,-germany", 52, 14
2022-12-03,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 58, 21
2022-12-03,"dresden-bergstraße,-germany", 62, 29
2022-12-03,"sternschanze,-hamburg, germany", 52, 21
2022-12-04,"hannover,-germany",, 29
2022-12-04,"potsdam-zentrum,-germany", 117, 24
2022-12-04,"sternschanze,-hamburg, germany", 65, 20
2022-12-04,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 69, 8
2022-12-04,"berlin,-germany", 116, 35
2022-12-04,"dresden-bergstraße,-germany", 69, 17
2022-12-04,"stuttgart-bad-cannstatt, germany", 60, 17
2022-12-04,"frankfurt-schwanheim,-germany", 55, 14
2022-12-04,munich, , 14
2022-12-05,"potsdam-zentrum,-germany", 78, 11
2022-12-05,munich, , 12
2022-12-05,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 30, 9
2022-12-05,"stuttgart-bad-cannstatt, germany", 59, 20
2022-12-05,"dresden-bergstraße,-germany", 41, 10
2022-12-05,"frankfurt-schwanheim,-germany", 52, 6
2022-12-05,"sternschanze,-hamburg, germany", 68, 8
2022-12-05,"berlin,-germany", 89, 21
2022-12-05,"hannover,-germany",, 12
2022-12-06,"hannover,-germany",, 9
2022-12-06,"potsdam-zentrum,-germany", 46, 9
2022-12-06,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 28, 13
2022-12-06,"stuttgart-bad-cannstatt, germany", 58, 14
2022-12-06,"dresden-bergstraße,-germany", 22, 8
2022-12-06,"sternschanze,-hamburg, germany", 37, 8
2022-12-06,"berlin,-germany", 61, 17
2022-12-06,munich, , 23
2022-12-06,"frankfurt-schwanheim,-germany", 22, 7
2022-12-07,"sternschanze,-hamburg, germany", 23, 8
2022-12-07,"berlin,-germany", 52, 20
2022-12-07,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 35, 9
2022-12-07,"hannover,-germany",, 7
2022-12-07,"dresden-bergstraße,-germany", 13, 12
2022-12-07,munich, , 32
2022-12-07,"frankfurt-schwanheim,-germany", 26, 10
2022-12-07,"potsdam-zentrum,-germany", 36, 13
2022-12-07,"stuttgart-bad-cannstatt, germany", 40, 15
2022-12-08,"sternschanze,-hamburg, germany", , 14
2022-12-08,munich, , 35
2022-12-08,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 35, 18
2022-12-08,"stuttgart-bad-cannstatt, germany", 46, 19
2022-12-08,"potsdam-zentrum,-germany", 49, 16
2022-12-08,"frankfurt-schwanheim,-germany", 40, 13
2022-12-08,"hannover,-germany",, 9
2022-12-08,"berlin,-germany", 61, 25
2022-12-08,"dresden-bergstraße,-germany", 30, 23
2022-12-09,"sternschanze,-hamburg, germany", 40, 16
2022-12-09,"dresden-bergstraße,-germany", 56, 21
2022-12-09,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 63, 19
2022-12-09,munich, , 30
2022-12-09,"hannover,-germany",, 17
2022-12-09,"frankfurt-schwanheim,-germany", 50, 11
2022-12-09,"stuttgart-bad-cannstatt, germany", 56, 26
2022-12-09,"berlin,-germany", 72, 23
2022-12-09,"potsdam-zentrum,-germany", 59, 16
2022-12-10,"potsdam-zentrum,-germany", 63, 17
2022-12-10,"dresden-bergstraße,-germany", 55, 16
2022-12-10,munich, , 28
2022-12-10,"frankfurt-schwanheim,-germany", 47, 21
2022-12-10,"hannover,-germany",, 17
2022-12-10,"berlin,-germany", 70, 21
2022-12-10,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 65, 31
2022-12-10,"stuttgart-bad-cannstatt, germany", 76, 22
2022-12-10,"sternschanze,-hamburg, germany", 78, 14
2022-12-11,"stuttgart-bad-cannstatt, germany", 70, 25
2022-12-11,"hannover,-germany",, 19
2022-12-11,munich, , 18
2022-12-11,"dresden-bergstraße,-germany", 39, 17
2022-12-11,"frankfurt-schwanheim,-germany", 71, 24
2022-12-11,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 89, 25
2022-12-11,"sternschanze,-hamburg, germany", 53, 25
2022-12-11,"berlin,-germany", 67, 17
2022-12-11,"potsdam-zentrum,-germany", 62, 14
2022-12-12,"frankfurt-schwanheim,-germany", 77, 21
2022-12-12,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 76, 34
2022-12-12,"berlin,-germany", 56, 28
2022-12-12,"hannover,-germany",, 26
2022-12-12,munich, , 39
2022-12-12,"dresden-bergstraße,-germany", 43, 24
2022-12-12,"potsdam-zentrum,-germany", 56, 21
2022-12-12,"stuttgart-bad-cannstatt, germany", 77, 26
2022-12-12,"sternschanze,-hamburg, germany", 73, 33
2022-12-13,"potsdam-zentrum,-germany", 71, 29
2022-12-13,munich, , 32
2022-12-13,"sternschanze,-hamburg, germany", 89, 30
2022-12-13,"stuttgart-bad-cannstatt, germany", 76, 23
2022-12-13,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 97, 37
2022-12-13,"dresden-bergstraße,-germany", 57, 27
2022-12-13,"frankfurt-schwanheim,-germany", 68, 14
2022-12-13,"hannover,-germany",, 23
2022-12-13,"berlin,-germany", 71, 37
2022-12-14,"hannover,-germany",, 20
2022-12-14,"stuttgart-bad-cannstatt, germany", 70, 29
2022-12-14,"dresden-bergstraße,-germany", 66, 37
2022-12-14,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 81, 28
2022-12-14,"potsdam-zentrum,-germany", 90, 37
2022-12-14,"berlin,-germany", 92, 51
2022-12-14,"frankfurt-schwanheim,-germany", 51, 20
2022-12-14,"sternschanze,-hamburg, germany", 83, 28
2022-12-14,munich, , 30
2022-12-15,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 77, 22
2022-12-15,"hannover,-germany",, 23
2022-12-15,"frankfurt-schwanheim,-germany", 69, 10
2022-12-15,"berlin,-germany", 126, 51
2022-12-15,"sternschanze,-hamburg, germany", 76, 31
2022-12-15,"stuttgart-bad-cannstatt, germany", 86, 28
2022-12-15,"dresden-bergstraße,-germany", 84, 45
2022-12-15,munich, , 32
2022-12-15,"potsdam-zentrum,-germany", 108, 44
2022-12-16,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 72, 37
2022-12-16,"stuttgart-bad-cannstatt, germany", 81, 26
2022-12-16,"sternschanze,-hamburg, germany", 84, 41
2022-12-16,"hannover,-germany",, 34
2022-12-16,"berlin,-germany", 124, 34
2022-12-16,"dresden-bergstraße,-germany", 98, 45
2022-12-16,"frankfurt-schwanheim,-germany", 38, 21
2022-12-16,munich, , 27
2022-12-16,"potsdam-zentrum,-germany", 124, 24
2022-12-17,munich, , 30
2022-12-17,"dresden-bergstraße,-germany", 99, 29
2022-12-17,"frankfurt-schwanheim,-germany", 71, 22
2022-12-17,"berlin,-germany", 93, 29
2022-12-17,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 107, 20
2022-12-17,"hannover,-germany",, 28
2022-12-17,"sternschanze,-hamburg, germany", 106, 23
2022-12-17,"stuttgart-bad-cannstatt, germany", 77, 40
2022-12-17,"potsdam-zentrum,-germany", 78, 22
2022-12-18,munich, , 23
2022-12-18,"potsdam-zentrum,-germany", 75, 19
2022-12-18,"sternschanze,-hamburg, germany", 69, 20
2022-12-18,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 67, 17
2022-12-18,"stuttgart-bad-cannstatt, germany", 115, 34
2022-12-18,"dresden-bergstraße,-germany", 67, 27
2022-12-18,"frankfurt-schwanheim,-germany", 75, 27
2022-12-18,"hannover,-germany",, 14
2022-12-18,"berlin,-germany", 83, 30
2022-12-19,"berlin,-germany", 76, 24
2022-12-19,"dresden-bergstraße,-germany", 64, 28
2022-12-19,"sternschanze,-hamburg, germany", 65, 13
2022-12-19,"hannover,-germany",, 15
2022-12-19,munich, , 26
2022-12-19,"frankfurt-schwanheim,-germany", 82, 22
2022-12-19,"stuttgart-bad-cannstatt, germany", 99, 28
2022-12-19,"potsdam-zentrum,-germany", 66, 14
2022-12-19,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 59, 13
2022-12-20,"frankfurt-schwanheim,-germany", 73, 11
2022-12-20,"dresden-bergstraße,-germany", 69, 21
2022-12-20,"stuttgart-bad-cannstatt, germany", 81, 18
2022-12-20,"berlin,-germany", 70, 27
2022-12-20,munich, , 27
2022-12-20,"sternschanze,-hamburg, germany", 50, 16
2022-12-20,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 46, 16
2022-12-20,"hannover,-germany",, 11
2022-12-20,"potsdam-zentrum,-germany", 56, 16
2022-12-21,"stuttgart-bad-cannstatt, germany", 58, 6
2022-12-21,"hannover,-germany",, 11
2022-12-21,munich, , 21
2022-12-21,"dresden-bergstraße,-germany", 52, 11
2022-12-21,"potsdam-zentrum,-germany", 60, 12
2022-12-21,"berlin,-germany", 76, 22
2022-12-21,"frankfurt-schwanheim,-germany", 37, 5
2022-12-21,"sternschanze,-hamburg, germany", 51, 18
2022-12-21,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 53, 16
2022-12-22,"potsdam-zentrum,-germany", 51, 12
2022-12-22,"berlin,-germany", 63, 19
2022-12-22,"kiel-bahnhofstr.-verk., schleswig-holstein, germany", 54, 18
2022-12-22,"hannover,-germany",, 8
2022-12-22,"dresden-bergstraße,-germany", 25, 7
2022-12-22,"stuttgart-bad-cannstatt, germany", 21, 4
2022-12-22,munich, , 12
2022-12-22,"sternschanze,-hamburg, germany", 52, 16
